Degrees_x,timestamp,Sensor1_x,Sensor1_y,Sensor1_z,Sensor2_x,Sensor2_y,Sensor2_z,Diff_x,Diff_y,Diff_z,Diff_inv_x,Diff_inv_y,Diff_inv_z,minus_Sensor1_x_plus_Sensor2_x,minus_Sensor1_y_plus_Sensor2_y,minus_Sensor1_z_plus_Sensor2_z,minus_Sensor2_x_plus_Sensor1_x,minus_Sensor2_y_plus_Sensor1_y,minus_Sensor2_z_plus_Sensor1_z,timestamp_2,Sensor1_x_2,Sensor1_y_2,Sensor1_z_2,Sensor2_x_2,Sensor2_y_2,Sensor2_z_2,Diff_x_2,Diff_y_2,Diff_z_2,Diff_inv_x_2,Diff_inv_y_2,Diff_inv_z_2,minus_Sensor1_x_plus_Sensor2_x_2,minus_Sensor1_y_plus_Sensor2_y_2,minus_Sensor1_z_plus_Sensor2_z_2,minus_Sensor2_x_plus_Sensor1_x_2,minus_Sensor2_y_plus_Sensor1_y_2,minus_Sensor2_z_plus_Sensor1_z_2,timestamp_3,Sensor1_x_3,Sensor1_y_3,Sensor1_z_3,Sensor2_x_3,Sensor2_y_3,Sensor2_z_3,Diff_x_3,Diff_y_3,Diff_z_3,Diff_inv_x_3,Diff_inv_y_3,Diff_inv_z_3,minus_Sensor1_x_plus_Sensor2_x_3,minus_Sensor1_y_plus_Sensor2_y_3,minus_Sensor1_z_plus_Sensor2_z_3,minus_Sensor2_x_plus_Sensor1_x_3,minus_Sensor2_y_plus_Sensor1_y_3,minus_Sensor2_z_plus_Sensor1_z_3,timestamp_avg,Sensor1_x_avg,Sensor1_y_avg,Sensor1_z_avg,Sensor2_x_avg,Sensor2_y_avg,Sensor2_z_avg,Diff_x_avg,Diff_y_avg,Diff_z_avg,Diff_inv_x_avg,Diff_inv_y_avg,Diff_inv_z_avg,minus_Sensor1_x_plus_Sensor2_x_avg,minus_Sensor1_y_plus_Sensor2_y_avg,minus_Sensor1_z_plus_Sensor2_z_avg,minus_Sensor2_x_plus_Sensor1_x_avg,minus_Sensor2_y_plus_Sensor1_y_avg,minus_Sensor2_z_plus_Sensor1_z_avg
30,-4187.0,-57.748156270434656,-23.150546387220103,10.705962175188475,-80.99273106828745,-16.046560961998363,6.17612896257603,30.0,7.148203925101325,2.335284906073661,-21.333333333333332,9.314077102351021,5.117584062642183,-28.226247094643913,-12.225606276149797,-7.7611436866951635,28.226247094643913,12.225606276149797,7.7611436866951635,-4938.5,-59.10307826100214,-22.64376343100689,11.141966275632761,-82.7962847890842,-15.784966483573973,9.49323402551309,30.0,6.136844762827002,-0.3739949539781011,-21.5,9.280064012390207,8.03247785937166,-28.67487882487317,-12.470794753938623,-4.880042724202389,28.67487882487317,12.470794753938623,4.880042724202389,-5646.5,-55.67900774639253,-22.591601999289445,12.05065423051024,-79.27487272351141,-15.88773676008929,7.89384227678545,30.0,6.867253321317745,2.047327339262851,-21.5,9.458890129799585,5.515319794804192,-28.577537273909993,-12.625726462171386,-7.3881224278075095,28.577537273909993,12.625726462171386,7.3881224278075095,-4924.0,-57.51008075927644,-22.795303939172147,11.299527560443826,-81.02129619362769,-15.906421401887208,7.8544017549581895,30.0,6.717434003082023,1.3362057637861369,-21.444444444444443,9.351010414846938,6.221793905606012,-28.49288773114236,-12.440709164086604,-6.676436279568354,28.49288773114236,12.440709164086604,6.676436279568354
31,-4189.5,-56.763497129076235,-23.103712084875063,11.274328847358747,-81.20748016434047,-16.161736173879262,6.056073460317785,31.0,7.109228388814307,2.707071874588341,-22.0,9.387526746369034,4.9678421437580935,-29.425655332055335,-12.387615790375738,-8.44956586112368,29.425655332055335,12.387615790375738,8.44956586112368,-4940.5,-58.117407135658425,-22.527415227414075,11.467617775431705,-82.949785267231,-15.857441838246697,9.233310644774754,31.0,6.131401468035261,-0.05124553431114598,-22.5,9.250596509302673,7.9128330562664235,-29.81405042836368,-12.65961831220416,-5.465617604739671,29.81405042836368,12.65961831220416,5.465617604739671,-5648.0,-54.870781233119075,-22.418821278100882,12.499946672163137,-79.50396113552424,-15.933116815599822,7.778851378646856,31.0,6.888876474978533,2.377306687173352,-22.0,9.464864996292743,5.364633409020876,-29.61485219919627,-12.843887238870478,-7.952405767599,29.61485219919627,12.843887238870478,7.952405767599,-4926.0,-56.58389516595124,-22.68331619679667,11.747297764984529,-81.22040885569857,-15.984098275908595,7.689411827913131,31.0,6.7098354439427,1.6777110091501823,-22.166666666666668,9.367662750654818,6.081769536348464,-29.618185986538425,-12.63037378048346,-7.2891964111541165,29.618185986538425,12.63037378048346,7.2891964111541165
32,-4191.5,-55.95435847279841,-23.02959064181198,11.69338045889666,-81.41946299409183,-16.213365061190196,6.146000814417891,32.0,6.99133179098101,2.796545429899111,-23.0,9.448628194462884,5.0847442439546295,-30.44677681808453,-12.513366120749756,-8.778690118561489,30.44677681808453,12.513366120749756,8.778690118561489,-4942.5,-57.17965373645529,-22.44905133901542,11.604671080308801,-83.10822909558155,-15.936990800509179,8.847604883730742,32.0,6.158478066258037,0.20417018994045888,-23.5,9.175692614694045,7.840331848294333,-30.91024765591737,-12.817531162865297,-5.988376670660777,30.91024765591737,12.817531162865297,5.988376670660777,-5649.0,-54.26695369935615,-22.264021257422325,12.931166018640463,-79.6587522442014,-15.984479559039352,7.730940270917653,32.0,6.934652834001605,2.6822686867198384,-23.0,9.471705607254039,5.184776408734993,-30.373470841636355,-13.050050002988565,-8.431536221805528,30.373470841636355,13.050050002988565,8.431536221805528,-4927.666666666667,-55.80032196953662,-22.58088774608324,12.076405852615308,-81.39548144462493,-16.04494514024624,7.574848656355429,32.0,6.694820897080217,1.8943281021864695,-23.166666666666668,9.365342138803655,6.036617500327985,-30.576831771879416,-12.793649095534539,-7.732867670342597,30.576831771879416,12.793649095534539,7.732867670342597
33,-4193.5,-55.13344673556036,-22.85884682817015,12.060345556983112,-81.72635876982034,-16.272081272181502,6.101066999956637,33.0,6.99909773095661,2.9402770676260714,-24.0,9.403500854678189,5.126401251622661,-31.574584331051085,-12.742826145382892,-9.190589031109194,31.574584331051085,12.742826145382892,9.190589031109194,-4944.5,-56.24867457687371,-22.339572456088312,11.67288038793005,-83.27422687451431,-16.014389965110983,8.50899817766344,33.0,6.202602113782516,0.3458879384384612,-24.5,9.043602308343349,7.865353803711022,-32.007224594431705,-13.004409210394208,-6.395192684349329,32.007224594431705,13.004409210394208,6.395192684349329,-5650.5,-53.3500508764441,-22.014174970834592,13.523716789898279,-79.86634918502048,-16.060979779579554,7.68378188576334,33.0,7.010212007033396,3.06744331011856,-24.0,9.4587362760449,4.979370449392715,-31.497970605367502,-13.376396510116498,-9.071245378217657,31.497970605367502,13.376396510116498,9.071245378217657,-4929.5,-54.91072406295939,-22.404198085031016,12.418980911603812,-81.62231160978504,-16.115817005624013,7.431282354461139,33.0,6.73730395059084,2.1178694387276975,-24.166666666666668,9.301946479688814,5.9903751682421325,-31.69325984361676,-13.041210621964533,-8.219009031225394,31.69325984361676,13.041210621964533,8.219009031225394
34,-4195.5,-54.315876464502395,-22.673617391178052,12.380132610809373,-82.03012073591057,-16.387621005904172,5.879994816297577,34.0,7.143296719274438,3.179209320301567,-25.5,9.274609855844226,5.026656388635065,-32.69591656819928,-13.043595316097658,-9.731448268594512,32.69591656819928,13.043595316097658,9.731448268594512,-4946.5,-55.38132339294451,-22.266451250934836,11.73547055090037,-83.41336931465064,-16.026252207805598,8.334090364518874,34.0,6.11240726203587,0.3713745038462595,-25.5,9.00179343371285,8.033712689662675,-33.01371821849724,-13.089392658242296,-6.632690660464215,33.01371821849724,13.089392658242296,6.632690660464215,-5652.0,-52.484244918899805,-21.786974759461256,13.906577840580887,-80.04690199994693,-16.108593349159523,7.610747523695833,34.0,7.063020740526351,3.295155315193938,-25.0,9.416094588480437,4.917528751971695,-32.54432937783823,-13.651210291069805,-9.527140790967772,32.54432937783823,13.651210291069805,9.527140790967772,-4931.333333333333,-54.06048159211557,-22.242347800524715,12.674060334096877,-81.8301306835027,-16.174155520956432,7.274944234837427,34.0,6.77290824061222,2.281913046447255,-25.333333333333332,9.230832626012504,5.992632610089811,-32.75132138817825,-13.261399421803253,-8.630426573342165,32.75132138817825,13.261399421803253,8.630426573342165
35,-4197.0,-53.69279368120057,-22.501808806159087,12.655410867920143,-82.24925286756381,-16.50809310075647,5.751453344138779,35.0,7.298155146556859,3.344227924024736,-26.0,9.133759056255942,4.942880304526826,-33.53813148315435,-13.33587599596892,-10.135267997864082,33.53813148315435,13.33587599596892,10.135267997864082,-4948.5,-54.57727517267726,-22.21226340994282,11.926887887433102,-83.55594636366746,-15.977801377678533,8.214261361601128,35.0,5.942676552325553,0.513090836867014,-26.5,9.090249533977516,8.122066423124746,-33.96034348778131,-13.095129669107248,-6.943936999914693,33.96034348778131,13.095129669107248,6.943936999914693,-5653.5,-51.69229858783191,-21.603804329457823,14.15985011127058,-80.2225440143255,-16.18667331674257,7.540597037663277,35.0,7.115013381565511,3.3931417655400757,-26.0,9.329670582805182,4.961088611426696,-33.51191772328471,-13.912460688656285,-9.850563547690022,33.51191772328471,13.912460688656285,9.850563547690022,-4933.0,-53.32078914723658,-22.105958848519908,12.91404962220794,-82.00924774851892,-16.22418926505919,7.168770581134395,35.0,6.7852816934826405,2.4168201754772753,-26.166666666666668,9.184559724346213,6.008678446359423,-33.67013089807346,-13.447822117910817,-8.976589515156265,33.67013089807346,13.447822117910817,8.976589515156265
36,-4198.5,-53.06208602201862,-22.405192555614445,13.023010492063737,-82.4623687596994,-16.594381086574828,5.758764635533318,36.0,7.2874574759487105,3.4876626404205204,-27.0,9.138688688787163,4.945253200546299,-34.381955034471886,-13.518780232331919,-10.49555633061314,34.381955034471886,13.518780232331919,10.49555633061314,-4951.0,-53.673005973936135,-22.126372446431947,12.094804212059584,-83.7376389981576,-15.918998498287083,8.068146336652415,36.0,5.773605141524954,0.6389865974321652,-27.666666666666668,9.150011427873478,8.251789846795829,-35.04630532101259,-13.12221775322667,-7.257968349489889,35.04630532101259,13.12221775322667,7.257968349489889,-5655.5,-50.70988743335928,-21.39623520498798,14.633054002655598,-80.51416018926285,-16.24236436189547,7.653467782546445,36.0,7.013450837323663,3.4961882562251096,-27.0,9.3608158083076,5.1113622813610124,-34.785945052694686,-14.175720858279027,-10.21089669419187,34.785945052694686,14.175720858279027,10.21089669419187,-4935.0,-52.481659809771344,-21.975933402344793,13.250289568926306,-82.23805598237328,-16.251914648919126,7.160126251577393,36.0,6.691504484932442,2.540945831359265,-27.222222222222225,9.216505308322747,6.102801776234379,-34.73806846939305,-13.605572947945872,-9.321473791431632,34.73806846939305,13.605572947945872,9.321473791431632
37,-4200.5,-52.21005290173574,-22.36467184545176,13.538077626573944,-82.80859983174324,-16.619781777107328,5.909338849886227,37.0,7.021684567683541,3.599886874678816,-28.0,9.3312817460546,5.143365353711487,-35.5802192267986,-13.584701633027102,-10.860049250770437,35.5802192267986,13.584701633027102,10.860049250770437,-4953.5,-52.76710620063074,-22.057204008184588,12.265129622305466,-83.91836852082935,-15.902985258012155,7.806136091274495,37.0,5.681455394414083,0.8552793144858275,-29.0,9.181133383975457,8.271970959186241,-36.13293461698971,-13.175372951199105,-7.69030400511369,36.13293461698971,13.175372951199105,7.69030400511369,-5657.0,-49.97732581876214,-21.211885673217797,15.069441741487696,-80.8143252034873,-16.265762523289705,7.819981875738398,37.0,6.88544021801245,3.580426387233274,-28.0,9.426080020223921,5.255151738827558,-35.81867168151627,-14.383468551443446,-10.480770339832016,35.81867168151627,14.383468551443446,10.480770339832016,-4937.0,-51.65149497370954,-21.87792050895138,13.624216330122367,-82.51376451868663,-16.262843186136397,7.17848560563304,37.0,6.529526726703357,2.6785308587993057,-28.333333333333332,9.312831716751326,6.223496017241762,-35.84394184176819,-13.71451437855655,-9.677041198572047,35.84394184176819,13.71451437855655,9.677041198572047
38,-4202.5,-51.392824123612996,-22.210246191061643,13.92656048893036,-83.19966064230843,-16.672618172959424,5.880017322318896,38.0,6.964136085015073,3.7424959061776972,-29.0,9.346460630781886,5.23195636908698,-36.78850881548655,-13.791963683269318,-11.277853640694183,36.78850881548655,13.791963683269318,11.277853640694183,-4955.5,-51.96547504823586,-22.01408420654731,12.473187741827829,-84.05308318236675,-15.90640743242004,7.583753845276266,38.0,5.60364367765065,1.091585066774793,-29.5,9.233496671279326,8.24727750199909,-37.06928043092201,-13.221914927244267,-8.120744370634284,37.06928043092201,13.221914927244267,8.120744370634284,-5658.0,-49.44965768679079,-21.08454695827792,15.371912230261664,-81.03576419056974,-16.262891209156724,7.845347012558407,38.0,6.808612079189537,3.7263639987138637,-29.0,9.497528471148609,5.281109312356934,-36.56777880057005,-14.507935952250342,-10.757875691785976,36.56777880057005,14.507935952250342,10.757875691785976,-4938.666666666667,-50.93598561954655,-21.76962578529562,13.92388682033995,-82.76283600508164,-16.28063893817873,7.103039393384523,38.0,6.45879728061842,2.8534816572221176,-29.166666666666668,9.359161924403272,6.253447727814335,-36.808522682326206,-13.840604854254643,-10.052157901038148,36.808522682326206,13.840604854254643,10.052157901038148
39,-4204.0,-50.750876206535224,-22.040103016793484,14.165579299885625,-83.47540313867249,-16.769746473632786,5.664484106699936,39.0,7.112818999574184,3.9420877174210727,-30.0,9.232475278057832,5.1311726401561195,-37.70619922892838,-14.05923515821084,-11.732405667268408,37.70619922892838,14.05923515821084,11.732405667268408,-4957.5,-51.173292434746685,-21.967872852737237,12.639966677509676,-84.1714642737441,-15.87931988229904,7.3901256343365205,39.0,5.49791325115575,1.281339795405239,-30.5,9.293184285991357,8.276743350528518,-37.979844135788525,-13.241038730933337,-8.481151517255874,37.979844135788525,13.241038730933337,8.481151517255874,-5659.5,-48.57501954997194,-20.819090809402212,15.653208835950515,-81.29617308853153,-16.277693055211724,7.7197684074546675,39.0,6.855157045874077,3.915402598660412,-30.0,9.445755270070006,5.279272736721566,-37.702825835350694,-14.788193947181052,-11.164750902578566,37.702825835350694,14.788193947181052,11.164750902578566,-4940.333333333333,-50.16639606375128,-21.60902222631098,14.152918271115274,-82.98101350031605,-16.308919803714517,6.924792716163708,39.0,6.488629765534671,3.0462767038289082,-30.166666666666668,9.323804944706398,6.229062909135401,-37.79628973335587,-14.029489278775076,-10.459436029034284,37.79628973335587,14.029489278775076,10.459436029034284
