OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.1638812392656476,-0.8274167911881607,-0.200182557726281,-0.3271382521743735,-0.7273157812205691,-0.1894316474868305,0.0537103475083624,-0.1720152745385865,-0.3502561137413007,-0.1644043074464845,-0.1375581550138553,-0.4716173644569803,-0.0189709396092156,-0.2749117909496186,-0.3368612272424884,-0.0621965432758389,-0.2883536164516145,-0.4134707815638805,-0.0101134600224597,0.2145605804530713,-0.0433608028567729,0.0407121625616024,-0.4540249436991885,-0.1468333696261092,-0.8016833724603138,-0.958301065576415,0.2218874520712459,-0.3093051141460101,-0.1262621277022839,-0.0758040646317028,-0.1506155052870026,-0.9465890539110724,-0.2806150600135196,0.0398824509670383,-0.0529778592128611,-0.4188063188831017,0.1917877162625689,-0.3605757494550383,-0.050686661192457,-0.0623782193506259,-0.3369558576499023,0.2475476423943936,-0.9515901082575692,-0.0640091086965828,-0.3589399544657594,0.0430305563829644,-0.6374719609608324,-0.1720929091123664,-0.3460056534073956,-0.2148440292236308,-0.3690985960225417,-0.2653919408405842,-0.9269819433291832,0.1543133081053262,-0.1167235872657013,-1.0260760800702649,-0.2192101826066093,0.1644287499497915,0.3547061682070469,-1.338656519994851,-0.3072890663483468,-0.5666681614484776,0.1348080112449889,-0.0361734817987149,-0.4674651092014084,-0.1394271521042007,-0.4095699543792986
0.5779293534118082,-0.5437582292869458,-0.0352186642638692,-0.4439827418366562,-1.2632774957683752,-0.5564596752194457,-0.1297736213778373,0.0965322599262412,-0.4406787002917962,-0.6308519244836512,-0.6859340203061874,-0.1929947354484582,1.025458826866644,-0.3019517816257391,-0.8270858410703499,-0.0828381511486691,-0.5093051239433146,-0.7171062540269979,-0.3977398347493417,0.218116292177925,-0.0840105599674663,-0.2641946932559484,-0.8427853812744504,-0.3913755720149927,-1.9581572498219797,-1.5523354159652412,0.2694876445423015,-0.2694918197555729,0.1738292089954254,0.2193700255571053,-0.7491477142157352,-1.307080754342632,-0.0976636095981742,-0.4832264342230381,0.2583532303362155,-0.0819740799090733,0.0868326524663327,-0.2318778889577482,0.1372679797425755,-0.2015312954905481,-0.4101752393506901,0.5587379258720926,-1.684827860681342,-0.0630662163606041,-0.8289868153243061,-0.1093026625373116,-0.6997895579656239,-0.1602129988236003,-0.8527029902061916,-0.6926992487804489,-0.332991994619066,-0.3298455241371174,-1.570413384873974,0.6366276751546454,0.1298049250123707,-1.3737908540035253,-0.3081652785568014,0.1351243277070774,0.3968077131385837,-2.154748657444212,-0.5004708116613598,-1.196660759926991,0.038014542380178,-0.3692725035649047,-0.671323480397779,-1.788516876381749,-1.2468726884681405
0.6783708585683732,-0.5488324675055472,0.2108364169987435,-0.5182443540754615,-2.228000755987648,-0.7383851347722887,-0.4300565392945374,0.1061339063342359,-0.2658973212392768,-0.9465739294067124,-0.6826811145872895,0.2214725493133089,1.092634988121204,-0.5109338964730088,-1.273064591435258,0.0513064885670291,-0.7730642958691272,-0.436131229516473,-0.7635880422664028,0.4737991358037327,-0.1338741212951149,-0.7433658590369419,-1.0808608436142135,-1.179993360068722,-2.957601632464313,-1.984073428640002,0.0644483637241344,-0.7666442088763155,-0.1121256571291922,0.270281153257323,-1.3702111506422048,-1.644556391089604,-0.2512197761339546,-1.1432413042133458,0.4069609356184518,-0.1628628921706645,0.2462104573527321,-0.465468899935062,0.169718311982522,0.1242623921233604,-0.7447035555953316,0.7508899162956286,-1.9855254984915909,-0.1715666486348386,-1.0264644500406237,-0.5924416998998048,-1.0033071734854675,-0.1599961627904713,-1.189580214913791,-0.4620664932512381,-0.115276877242116,-0.6535240961125108,-1.9219859061235451,1.2437327141404737,0.1005812929657641,-1.23721196105193,-0.659332028556328,0.0930391980616394,0.50665525417996,-2.649043715359232,-0.6252061807588098,-1.4824623332647966,-0.0570545234530373,-0.5305500703928545,-0.7200346006920171,-2.5717222237749366,-1.8050450266670417
0.7002066397008717,-1.0670292678159132,0.6877772470681842,-0.4932795518924333,-2.529510478658361,-0.8064735962424525,-0.6295525093281453,-0.048850929449701,-0.1642480180363343,-1.1241878765851236,-0.5807476719612854,-0.0481884724439218,0.9989344613877468,-0.7069829966306913,-1.6601441569069122,0.1789587092004941,-1.085832431919327,-0.3763461755172095,-1.4396525127123485,0.7185955135067721,-0.4454089543247352,-1.006845934205673,-1.0217653499764945,-1.8203978922698312,-3.7464862898637104,-2.223502492382508,-0.062068162242324,-0.5995261721191929,-0.7712387737531796,0.3647446536183554,-1.3074909036152178,-1.94122287862597,-0.105422005118794,-1.580097985537931,0.3700898220448216,-0.4895291317387582,0.2744092161010902,-1.037629484561783,0.6620979925598842,0.348904654901701,-0.6422605178293792,0.9404725953336804,-2.231589722877024,-0.4006356155822894,-1.0740454898604013,-1.2232717441477092,-0.9806913955153976,-0.4530024409658164,-1.4570362903748002,0.044448142906349,-0.2522812642312582,-0.8691471538341222,-2.1755318080115438,1.4604068853737298,0.0937667660614698,-0.9562301864164606,-0.8125376834189648,0.0494346377862018,0.2182687806043805,-3.136827542928238,-1.2414192176531624,-1.7085461756727869,-0.0385756006212965,-0.6753037589188884,-1.172152032890546,-2.7241416279701527,-2.19007447576252
0.8634037182643337,-1.7462297753021492,1.4432441485443892,-0.3408763949749183,-2.8539862181264457,-0.8149856037143695,-0.9910006097178928,-0.0688574284277336,-0.1468356174815581,-1.1935989361357002,-0.5289311179018084,-0.2202775534061682,0.7041783097800973,-0.7844991333867757,-2.1323488740087195,0.4103291684411927,-1.4724678203266377,-0.6051383284677279,-2.031306077178369,0.8505370593930932,-0.6944360968370149,-1.15106311511272,-1.3754452280344074,-1.9261765714976709,-4.648659061667403,-2.3903241150598653,-0.2426282368268086,-0.6631311939693469,-1.5435942091261023,0.2050225474280123,-1.2657139931521648,-2.1029276778542094,-0.2021348276133611,-2.030699148642837,0.2497880534148127,-0.6514848813799214,0.1732783557374855,-1.5898012157651569,1.1390548718812488,0.1908524872851984,-0.4257087063851614,1.0346525577417056,-2.4785671155608027,-0.4956207491561999,-1.075710643681684,-1.654421522020936,-1.3856285751488415,-0.7735251802897025,-1.446602559185882,-0.0346360429749008,-0.4210079952150591,-0.5788692519868937,-2.478346746191572,1.614026451020739,0.2530677654130784,-0.6567471736226818,-0.8036916593122942,-0.3167433812971815,-0.1003625152124574,-3.5913568066585686,-1.4918672943659197,-2.456116847358345,0.042743939572869,-0.7390599272691332,-1.4494481638294965,-2.8173081316030446,-2.907734637726342
0.9320515160351196,-2.2607110563027586,1.839845243402146,-0.2438694824737499,-3.048248449563632,-0.7346046876587515,-1.3449145602480923,-0.0636723489444266,-0.0370562899039841,-1.1565387462901375,-0.4603976232952194,-0.1872724901410354,0.13596795644923,-0.7562139129131329,-2.512010287340046,0.7324135695388061,-1.7857464041758937,-0.7178336560809555,-2.3190191763370795,0.8495775700074839,-0.8623079940349219,-1.182762620283203,-1.5747328252133528,-1.9896307113661549,-5.383863837816689,-2.4972662652573963,-0.2105969907212408,-0.8485658798643481,-2.326478067338227,0.2843854481677028,-1.504195381937861,-2.296424272025264,-0.5789810479917359,-2.528495286176465,0.0629306024172162,-0.6041371708609007,0.2665827782286127,-2.001380272940533,1.0639893859495322,-0.1751802019559044,-0.4245176087322158,1.0651738017881778,-2.645866956604436,-0.6153315800139199,-1.0647995028546966,-1.9329268166240643,-1.8252660255954587,-1.1071285420747978,-1.625224359939697,-0.7999608546633405,-0.4400782577945881,-0.4196213939212612,-2.8631257932192837,1.8350275966850904,0.5015782122166406,-0.3388810457615498,-0.930599441199938,-1.105588284325068,-0.3821895376974432,-4.085915663081641,-1.300398670486414,-2.744686564953303,-0.3602843412454279,-0.6921512528851099,-1.1495094173058509,-2.891780215560888,-2.868102000904295
1.0685903047286542,-2.673180199939872,2.22949125614022,-0.3448234234202658,-3.403738169966081,-0.6424662509977643,-1.6511724453456311,-0.0136529056475707,0.143508049781702,-1.1811240173930022,-0.367593485287097,-0.3312751103815152,-0.2362613412720007,-0.7378975688141649,-2.631391122931513,1.0214510771704577,-2.1240339239763504,-0.8680679892839933,-2.528859701533693,0.7860127767855598,-0.7430603937470206,-1.2517569269047648,-1.2254715428795144,-2.057787455566545,-6.415872119968649,-2.767309706502015,-0.0837350041354647,-1.2012378921963285,-2.998931810721667,0.5843091251760333,-1.786975226536951,-2.1214072236567825,-0.9540296324984366,-2.663595564268954,-0.0812479499131431,-0.570420108645564,0.5967064620511184,-2.353383061431298,0.7145867294504695,-0.4990277405623169,-0.5692146178094426,0.9732492689384148,-2.8248510712436508,-0.9196166655605706,-1.0176588528447248,-2.28303086727769,-1.6779305228746528,-1.3162336148418108,-1.984845908623884,-1.7822473407328578,-0.4636804121612092,-0.5587954282047178,-3.2174886181497087,2.1092835690449268,0.7658882133632892,-0.1969939162771581,-1.2499817190755298,-1.3292869636482874,-0.6884467494021701,-4.419362307255886,-1.3842747642050417,-3.1943358983311128,-1.124616384843347,-0.7822550166471114,-0.4618690954318156,-3.100299365564948,-2.387622315365081
1.1958904137179722,-3.1270856626095025,2.6379173902336275,-0.6083157050355812,-3.789443993331996,-0.5825075662024852,-2.0463646707131904,0.0154256838717632,0.363570568290239,-1.306759561443385,-0.2281408338887693,-0.6699282114039189,-0.2842689130121032,-0.7049431795594137,-2.939877252266661,1.202427396138385,-2.495966441890329,-1.1603410843843314,-2.6607409492380243,0.719702635900421,-0.6646660855417812,-1.3703713407175506,-1.1293165777345724,-2.203463031372341,-7.431790944920928,-3.111205430275445,-0.079308627862487,-1.4571200563825517,-3.75808300722868,0.6043572962414703,-1.5085613809711589,-1.975551624768638,-1.331972824244099,-2.9182136495951827,-0.2176502238643269,-0.5894011831613724,1.0581333406016702,-2.656799364685735,0.3634318858340544,-0.6574847595154015,-0.692018552152214,0.7749799007342695,-3.081524700697549,-1.2846400112389258,-0.911299471849923,-2.797903623690132,-1.2997776114063035,-1.2594169070869397,-2.134877187842756,-2.2992615115812134,-0.5418058049610455,-0.909803131652808,-3.5438620180572205,2.3795977466258185,1.0518481250478136,-0.0965093453355816,-1.7426085541489833,-1.3728408687579825,-0.8943515302881041,-4.562574777343677,-1.912499525142609,-3.366607634052432,-1.5513947527280287,-1.0655973436158257,-0.0906191579095161,-3.369071181047992,-3.108003001830033
1.1963387266206047,-3.559359737942774,2.986768034018179,-0.8775915765667275,-3.967412985777324,-0.5714835244537932,-2.2681034332155137,0.1612164373445486,0.5564841747869687,-1.482657375712737,-0.0761917946998327,-1.0584671677751665,0.2052025820797141,-0.6560715930557879,-3.1945099724447497,1.2805002828461638,-2.865860171140789,-1.2271864061509596,-2.6832783590797944,0.6671416527602974,-0.80897629650859,-1.375981340747458,-1.7721696411709669,-2.4657128622807765,-8.070067909820905,-3.353919881799856,-0.0429090170271222,-1.7456608419436364,-4.421370863677533,0.4544266725550909,-1.126340133258089,-2.0638408419154324,-1.8940712493479928,-3.313698947549188,-0.3493680519930962,-0.449927996456934,1.4978570613597828,-2.702164563015213,0.0818674722792112,-0.5504134449327402,-0.6623051054016198,0.5262060232042982,-3.3030977568704865,-1.7382967567027894,-0.7333667962125106,-3.520149587409636,-1.0038117647949574,-1.0455502564040184,-2.1831525357125035,-2.042426672830272,-0.6071912695727839,-1.1097073812008365,-3.7628121331143545,2.6569274009965684,1.1896813580580368,-0.0173214767938709,-2.1587484971251403,-1.8846237523937504,-0.9866714626480136,-4.647387295610243,-2.3702930577666024,-3.741446861122752,-1.8219350464955848,-1.3588266301043632,-0.3527430035044694,-3.8275621696304967,-3.7873862881448046
