CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.261391864643826,0.2779932082192477,-0.1248012527103119,-0.5472855246521551,0.0997093624945135,0.0713427788400533,0.2652730426726468,0.0140838234871907,0.6742563367699468,0.1173816860442946,-0.526761281312778,-0.0847903377607158,-0.1836685456394988,0.479812933512483,0.3702394984209824,-0.2337063967388233,0.0134951451732749,0.3887937871517497,0.4197814117354426,0.0803854950975289,0.4034086757184187,0.786100930666277,0.2637140659751846,0.4857682416844167,-0.7155535077879751,-0.1978089528466453,-0.2751260638533411,-0.2740142393470886,-0.3434004483370962,-0.6902305381933895,-0.0616282018251546,0.0862310686782343,0.8186976412948914,0.0667879820266401,-0.4007379253124867,0.3137768739696396,-0.1470579033868215,-0.4045173674847362,0.2304214656404086,0.207786477162422,0.5920305093267146,0.1171909750027069,0.2718103065409094,-0.296941708815666,-0.263363095233748,-1.434343465507866,-0.380883494431389,-0.1507623075904094,-0.585663423178215,-0.1178554612065347,0.3111856003947393,-0.2904350344351176,-1.190863225532107,0.1568143759670022,0.1179449269584669,0.5290447849223483,0.2131240848035043,0.361200821958593,-0.035313382644349,-0.4856531187262538,-1.38539974490232,0.2428709763697512,0.5563615939275264,1.0363496585534868,-0.8885668907880024,1.3513790433950028,0.0648830327122791
-0.2056733585092156,0.4572424765312593,-0.2567479350519548,-1.2012105574350809,0.1387920159364091,0.8136290984150794,0.612738586750817,-0.0002875787990146,0.9047980680311448,-0.8171373420100481,-0.6459632865319502,-0.946121322398378,0.1713464565154083,0.8199628087189059,1.1789613335262228,-0.3533431088677194,-0.4655002447943559,0.8414428771751261,1.0908584176931888,0.045314455315637,1.0044248741044974,1.9079918254701829,0.2568113556667477,-0.3359024778908228,-1.6430313243157355,-0.5017092848383267,-0.517879646453516,-0.4675299977917007,-1.1763680242980907,-0.2635997106245058,0.3182238797390742,0.0593982943638655,-0.2810546499765406,-0.0661482462491447,0.7761502666113396,0.6616045381121669,-0.2808944666123665,-0.7089548456411388,0.1398635927024512,0.6693812359466111,1.1587101360862062,0.3211981110000435,0.6192446584992375,-0.5858971652907936,-0.4802047932167754,-2.255017179557489,-0.616758433607882,-0.4205941459775344,-1.3791846309916145,0.1386706208490067,0.5124601024939803,-0.4851643629197012,-0.4982499188061373,0.6770985619050434,0.3840503837027036,1.4579857656358657,0.0452286470210765,0.789983199234556,0.1648215662141932,-0.4191477248042661,-0.7856731191683748,-0.0490873183566353,0.9920253105319692,-0.1770213585162476,1.136667779467485,2.429385826067419,0.2883676874293213
0.2097862029501627,0.5342384190382936,-0.3163605224953478,-0.8832572274945267,0.5586577876897975,1.5914413592170753,0.8249690623569408,0.1293862297411108,0.7938806145635091,-1.0374698475336,-0.5979300706775099,-0.8963254314849282,0.7026584253662698,1.1300512634582942,2.040752616247369,-0.2270528931290178,-1.1229258353865577,1.4199940290687367,1.874997064675525,-0.3272486299930914,1.5307004948506648,1.6444464760204114,0.3544673029281858,-0.6145219551728065,-2.633911638200825,-0.7464699463182423,-0.9662012995972372,-0.5366281427257333,-1.941733935042404,1.483472843142816,-0.1306963335410884,0.6510665783647411,-1.3678803647117077,-0.6457267239049544,1.4549747344074824,0.9788528936206672,-0.2334813592553302,0.1004230036772106,0.0246241637691482,1.3073957796827624,1.859237926573608,0.5117578839320527,1.0138978308335078,-0.6623047296875626,-0.4991538790138454,-2.8357615905020257,-0.8125743373313776,-0.4031352049450412,-1.563949474879538,0.012226129566824,0.7322684197048375,-0.2225873540660637,-0.1631934036034801,1.0657479749305585,0.6268834844825468,1.869482278174596,-0.4594874580461381,1.3859759230743451,0.318757826543258,-0.3555150883102134,-0.9537423731564124,-0.3092479504991487,1.3319940592307995,-1.0208538284803357,1.827463166228025,2.487989684748392,0.5673210826912536
0.476829270225503,0.4703862700759555,-0.2966215591876517,-0.951327726776853,1.0576167017623663,2.271325890489381,0.9336663779038216,0.3625246919725566,1.1517705034477608,-0.9065572946835928,-0.5165723956366026,-0.8270837845896059,0.7294858978922178,1.4736905330550991,3.012986365699872,-0.0738995291657413,-1.725262308853762,1.6699012707376983,2.749156508932704,-0.8431512194204398,1.6983344824778044,1.246139650999289,0.5914179597199973,-0.0425334758655893,-3.336057868814557,-0.7744591613878811,-1.3403143358217662,-0.7028713049073891,-2.8626303577259837,1.7958256609517682,-0.5059371959974115,0.7447561951826458,-2.398599080252535,-0.6888022409912802,2.24400842974925,1.1896499466927102,-0.0412885535100477,-0.2995931503155198,-0.0837727702545243,2.2058645603248497,2.868743308105785,0.6486451781682638,1.1812572946240325,-0.7085581027793779,-0.3381231343727382,-3.3759189905133056,-0.8733234254548163,-0.6179243496608757,-1.549179190542866,-0.080035408023984,0.7688510716523114,0.1511572657215002,0.1596233318151654,1.6375965348932198,0.7698885158639079,2.043496365717673,-0.9271711016285016,1.8869069925048716,0.5656958166592154,-0.4732158065003835,-4.981045910923651,-0.5632373814690315,1.664559244997951,-1.6611981321429354,2.336290635432224,2.072374077143955,0.9381307381006974
0.7469792379243559,0.2736467526281588,-0.2157279853168745,-1.396834935965524,1.4199724066075905,2.799053007782428,1.044203957713569,0.699325688244063,1.3932575870494794,-0.6034995715443094,-0.4690137013076025,-0.8551812583799757,0.5948899148041669,1.878274695273525,3.8665381304829065,0.0069897297044949,-2.367716988980476,2.117075314575393,3.715756355583271,-1.0340027568377137,1.7582480230851747,0.8474070830571123,0.6596686333209366,0.5290662858082111,-3.8394679658367448,-0.7203530615797038,-1.6027695877933057,-0.6130644129805178,-3.759064203407341,2.0045137959336805,-0.881111023418903,0.7200768540445708,-3.351741991485911,-0.7479773844896469,3.0110372971752186,1.3489664981767957,0.2167488112516964,-0.4727050606368115,-0.2141124975605657,3.250157370216419,3.614738918606416,0.8115425971249359,1.498107899049625,-1.064336402524603,-0.2011564597310347,-3.874555139870554,-0.8529353948637608,-1.0766477484756036,-0.8578234911365885,0.0943296835965581,0.528252539499551,0.2767888691827704,0.3881444949977686,2.135272877971952,0.5133510208920571,2.054938420110916,-1.5008818984233434,2.166645488032685,1.0968615990659518,-0.7289851048649165,-5.066306385294462,-0.8974526087638619,1.9696592991944384,-2.227840272670287,2.700476272526041,1.1722482350433587,1.22752390954358
1.0462737705857983,0.1204509643153224,-0.4027795034353509,-1.9553710449082988,1.6593537077630176,3.1887603994900733,1.1101533859319257,1.0388480844204495,1.4695182833821434,-0.6138646535402574,-0.4443850713967165,-0.9766642468775824,0.616672576948865,2.335398548941293,4.592130091281742,0.3118564448282543,-2.991533277568152,1.9168322843833625,4.53800252700392,-0.995858279306658,1.9650237969807949,0.476076686709026,0.4542137078264756,1.1008444400780597,-4.320872839787752,-0.6264697294500943,-1.881795130378198,-1.058637726990769,-4.481265789257714,1.9427693240422597,-1.5275777057535669,0.7300198694623568,-4.080952950933441,-1.048848451863729,3.509902304255257,1.4492845773749043,0.396396986215545,-0.6501170614169585,-0.3116616866680166,4.144419753969702,4.17663193913803,1.1216012569171765,1.8784683245606624,-1.515264622243092,-0.0524594564998235,-4.226969743257619,-0.8328902469676809,-1.2675977388966029,-0.1725087043628188,0.331338001831964,0.1578676902753963,-0.1631375663412931,0.5259797601978144,2.5943572921106863,-0.1686867823094431,2.112865784156269,-1.879255933430758,2.2386372381103365,1.5645382336310871,-0.861755806222668,-4.920300593841727,-0.9074631601441664,2.182398593255761,-2.7786602941216074,2.891794122871145,-0.0750294714979347,1.3412611228086788
1.2108183623948243,0.0031544576310346,-0.7061698991594358,-2.490817168019899,1.9518204301979507,3.547986088394241,1.1769510811325956,1.5707404674693266,1.32174905266106,-0.68568777989146,-0.4070436873479668,-1.1310988938162714,0.6312466513296471,2.623532927929894,5.023469405697156,0.6264030596727137,-3.457182296134938,2.176298127691889,5.426914945682686,-0.9332461692167549,2.242336234358252,0.178168123757795,0.2910005147442575,1.3930930136143544,-4.794978566753422,-0.5209019979546401,-2.2019935576089416,-1.6485382690695918,-4.882423630707761,1.6548000121473452,-1.887462542196284,0.6876331517071304,-4.831848931876763,-1.3458880147824024,3.9106255577625912,1.5134345915638168,0.4284426940377654,-0.275670673090965,-0.513122792688756,4.876914024061817,4.781114095238921,1.6249252577395787,2.23845095472662,-1.9295809155957555,-0.1586858583837216,-4.492413741307086,-0.7325671998460441,-1.502227057079124,0.6580870104897358,0.3439182426099902,-0.2402171429167441,-0.4950533852077311,0.5407236337260422,2.918862186958159,-0.8435343641477684,2.351514331588536,-2.017869393911366,2.2698561274622264,1.8118884470689645,-0.7488812466996588,-4.863341358347677,-0.8790125858438529,2.450107112029306,-3.241039270235589,2.893099250603509,-1.129225660649725,1.5715612063451598
1.306576271290139,-0.1222316179138058,-0.7309358063554061,-3.1292564201075583,2.2795288256100665,3.895353993484688,1.224726170016763,2.137932753821016,1.0305418611787065,-1.181178561259434,-0.3910952845213415,-1.2588966640734085,0.5062461042483406,2.6948689437086872,5.268009561174408,0.7756192495156395,-3.9372248008991018,2.749628339221436,6.518037208385147,-0.947752793577676,2.543773616793576,-0.0869158804516341,0.2494485853561999,1.504149287808907,-5.14245049224711,-0.3352800081422815,-2.654960726259633,-2.1387736023152244,-5.278333437880891,1.560219974850947,-2.1814162166412654,0.5868506635139061,-5.430183068606825,-1.527721557664834,3.941772711012144,1.5557622088712129,0.398004237673617,-0.8644782848966504,-0.7339021009635567,5.712404311473362,5.437052756947368,2.225366034555095,2.5058128535651587,-2.155271634433057,-0.3914256328247223,-4.781014457454776,-0.6583718823780957,-1.1284871894275748,1.652030414079166,0.1417260422887358,-0.6965267985434407,-0.5333249448975425,0.4831759198130267,3.0011926923656063,-1.3943356743251585,2.6650844385771486,-1.9155328853053304,2.223445829505015,1.9687623284752815,-0.5719197461730761,-4.688015460435024,-0.8762831045490351,2.7440942784623776,-3.750509574082305,2.8105731637211484,-1.655831454606755,1.9129146699829005
1.3084114687722483,-0.2279379865227953,-0.4356530262580342,-3.764037050223017,2.511727217368429,4.178215503405189,1.3109325576138162,2.925490232563592,0.7219626141114723,-1.3773832272310949,-0.5145674853402333,-1.3344595050750678,0.4548617756729065,2.620907198335543,5.29950879246662,0.8573402434150066,-4.462085001067452,3.1336591458892338,7.407567896222648,-0.9330346858665486,2.7506620401870325,-0.4023928947032771,0.3616220597431243,1.500356348842656,-5.497333981755047,-0.0156080305427104,-3.0282865763901,-2.5645575055082475,-5.708554638191725,1.6837855680026883,-2.4990960038007763,0.4881551538356472,-5.887930973994924,-1.6528080253841455,3.6906250074790874,1.6646819525345091,0.4747135536595617,-1.9800344844322657,-0.8811035064311046,6.106437569987852,6.195639761203058,2.8358957838682994,2.9348855198908783,-2.3804201575814785,-0.6454140423639032,-5.037424240921263,-0.708224904983795,-0.3071616053183543,1.7733038941759518,-0.0919114331383883,-1.074524400509691,-0.3854949734739693,0.3835060351985513,3.000971452342619,-1.69460552675615,3.0064252796354283,-1.910110812105903,2.0864971285796163,2.0924538274614104,-0.2508203864274274,-4.420768194823014,-0.6021540472941158,3.039318777115397,-4.121207674633318,2.6688299537920166,-1.8625335020154823,1.5578804218299795
