from_max_extention,OKC_extension_only_Diff_z,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_3,OKC_extension_only_Diff_z_avg,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_3,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_avg,CKC_extension_only_Diff_z,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_3,CKC_extension_only_Diff_z_avg,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_3,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_avg
34,10.36901633395005,6.9019621997311695,5.597124036153598,7.9121612356414115,7.807514371344429,5.697472323823996,4.86867695800234,6.172768752234129,15.444356037960235,11.518656554780982,15.957544098697529,14.573645070692978,11.143031321166559,8.166687764805019,13.279181968800032,10.831856041232403
35,10.393538123089947,7.255549880301238,5.855600453875835,8.046778582525967,7.8326713314913725,6.048306777652588,5.196337076050528,6.3588699668438915,15.75234763508635,11.787830615850586,16.165061605222686,14.899747150918474,11.432099718089363,8.43877497127443,13.493671600211961,11.148802747858134
36,10.411235729556623,7.697150688101527,6.125887975409545,8.17018029273779,7.866375260769295,6.511629524592792,5.5474524567683545,6.523321855335747,16.03446341899091,12.163660829828952,16.369413414884107,15.169303174578545,11.698718572320152,8.834840394440747,13.713729859883745,11.410441671112816
37,10.547530005686983,8.130015643598547,6.521046347122431,8.407940100457676,8.017945489403985,7.028450179075303,6.063627553548821,6.790794252377137,16.36261472253065,12.477098160270064,16.543503218747485,15.445539186740316,12.024896798417247,9.165877039230097,13.913894801529972,11.687924128870598
38,10.792859855355541,8.484728177292105,6.829815916439562,8.723075792188038,8.286107771943687,7.46921828430978,6.46033051497333,7.143842634886502,16.747867331644116,12.799311667779714,16.72082554750381,15.772658418317366,12.42218037681413,9.492593090428787,14.121468782457637,12.025993211448636
39,11.076195085623944,8.500896926219433,7.001536047374166,9.051905027954415,8.623414262775357,7.51102756133171,6.709718569877297,7.545590143563837,17.01488260686864,13.199157757108546,16.931249908226107,16.035315122380965,12.688253419837023,9.886439072037426,14.370545554315761,12.296526317856694
40,11.333997550357147,8.280640494212392,6.974329438992212,9.3877961513343,8.941218763546466,7.292908719063037,6.754119024287117,7.970506044492522,17.200397579607134,13.511927807233267,17.147928870102387,16.272675219017486,12.888093419879297,10.205679100957138,14.630951628270854,12.54539775482761
41,11.674291757627302,8.106436413520418,6.816852727507735,9.609540326505837,9.339893391601056,7.144544615493625,6.624170299438438,8.249568333326199,17.507434527443294,13.85759516271845,17.344842588482255,16.56633283269361,13.245055866924687,10.573178071735944,14.867521263519889,12.86238887826103
42,12.082592674590906,8.091510985940872,6.706730737844043,9.729461865136225,9.801951871080918,7.12335713129252,6.515036662616048,8.414010897364584,17.760767034071417,14.197843773578278,17.56710787036872,16.814141127863333,13.526191352013132,10.942279518537553,15.128286162023795,13.13170537657297
43,12.268408191379374,8.163625515042334,6.73075566243031,9.724263474374405,10.020002625714337,7.204163385257611,6.534336215317749,8.452039932522526,17.912084363947187,14.511527474424824,17.751149518637103,17.049944143224415,13.700283566998557,11.2817169216415,15.334740603656869,13.395261362447087
44,12.324613783458451,8.323095358075081,6.864519145887686,9.68553129204609,10.100537968602957,7.4259743265707385,6.680235829909547,8.428506310468805,18.127080689839293,14.86918808000086,18.053445632513995,17.30725210943382,13.977704624416576,11.66875765235597,15.680931873482944,13.697570888505329
45,12.29941086188735,8.548960204707878,7.146382510021732,9.664461164668314,10.077963320864011,7.77751677642293,7.056627435096635,8.411538966936723,18.297297282542168,15.087484363361444,18.46394864339838,17.534190113410247,14.213429687239477,11.917062154991179,16.16496755398921,13.968148255563955
46,12.30519161113758,8.855056191322017,7.443895121479391,9.727553003624728,10.078058381132912,8.26548647917654,7.504108605445592,8.491940818364633,18.395294604212538,15.293248793812486,18.905011379449085,17.76016451645454,14.344418742982144,12.162085399965077,16.6945583833415,14.227746483884303
47,12.363043873901354,9.066889845184724,7.784043231545203,9.86671320124271,10.157489258176827,8.579090996931246,8.044262168106496,8.684231798860601,18.548856475675496,15.560883206965313,19.316691545436235,17.945464450818516,14.568666839036869,12.477161435029862,17.18504526615536,14.454082163991972
48,12.428160884570346,9.008145945001168,8.220639398770924,10.084405321715103,10.256380848020868,8.537930837747462,8.737383619476763,9.00531609812218,18.78155130608437,15.844177905169893,19.644212944921335,18.19238290906412,14.91141234059879,12.815121434637074,17.58349151584307,14.765402169445938
49,12.499299773816357,8.77905719920335,8.546302260264612,10.277900373237228,10.37352501134146,8.313115915112089,9.275851393936446,9.298059381930265,18.94881623092085,16.075079698737934,19.92635291239074,18.474183692022017,15.154107678258933,13.109944900660782,17.942866203327448,15.11267118718967
50,12.596770571717563,8.637773466989195,8.671896393401658,10.404192042498384,10.568216177364073,8.136360997129561,9.530373854483122,9.52928757176351,19.073852265898424,16.28913304755094,20.168854817722483,18.75731484843297,15.35196706295786,13.406733681855524,18.276083260499206,15.467807925075812
51,12.741876116537874,8.657774045523627,8.670728822761786,10.521729697914454,10.815682352891947,8.136240801216575,9.60939654780104,9.767878473184432,19.173832001390608,16.526735395825813,20.40630451167165,19.00483541344876,15.526341269368402,13.747953992081742,18.65302161887284,15.78770277682518
52,13.006139510864084,8.804294309461405,8.541513020353266,10.671277205783035,11.219265206977683,8.328245672345377,9.482203121195097,10.022977043372062,19.210691122499934,16.687352343508294,20.505137970380822,19.197646703251237,15.606489648129905,13.985889169427136,18.85806407103194,16.046163913373167
53,13.30931526567531,9.043670825665522,8.309145549268546,10.82086736127727,11.697497754740805,8.756650303170954,9.207078160989166,10.267188647504334,19.21302581050061,16.832926326235526,20.518646496428396,19.371672371166223,15.683327103614205,14.212582145833778,18.965045479918107,16.30530806443813
54,13.593503783781937,9.386716734837599,8.121428773181885,10.96404776507878,12.197608279476235,9.454929100137015,9.074967373364885,10.524234677231718,19.293857744599656,16.95471927986155,20.455096997981556,19.53298930020398,15.885912211018152,14.431388513128312,19.030796519076922,16.563220511745165
55,13.893023414244723,9.66503170160377,8.097943967237336,11.100607879831575,12.759311435371828,9.952419621280221,9.214604049137568,10.811872797270127,19.26444877825942,17.021117443685316,20.389880722089437,19.650860870316034,15.886731324603284,14.610763128982303,19.147889158249114,16.764703994533633
56,14.220084402625755,9.873271553647431,8.165784949894162,11.246521021987704,13.359568246831273,10.234208073699026,9.507617968042247,11.153009680009983,19.13226893745551,17.046189921306542,20.32307898666,19.680343060826463,15.779853729332277,14.806762589966146,19.28019824249855,16.870361069261175
57,14.459563655175263,9.921852858255921,8.31120163598995,11.356546836397376,13.818992352133773,10.268429182391678,9.933830429778785,11.42794429295046,19.05571101291692,17.00051189873768,20.265749455310523,19.681459315937378,15.824321141458308,14.95257601571732,19.352198871289445,16.980635548216572
58,14.50228070772937,9.869230115819931,8.495021214013871,11.432370869281783,14.002267473091203,10.17443860762569,10.334400005338368,11.629511042666763,18.92515386790299,16.92353116234126,20.23978602903937,19.625114593990862,15.79375105208667,14.998931474924929,19.389114861438916,17.057695685140246
59,14.39124762874981,9.933994300827706,8.682328619559726,11.434167272043702,13.961253698949854,10.223379489635876,10.706544615740519,11.724918127152094,18.629639072647578,16.84376812624538,20.25816183550016,19.489644896085398,15.600060117299622,15.010589861679078,19.51834811216495,17.080767395185685
60,14.182528056888795,10.093504145503118,8.784470849992053,11.39552539597663,13.745019605025355,10.388248016814309,10.988110706731213,11.76358072483411,18.39441859180253,16.77849262101477,20.422683438136822,19.36331057852843,15.506704142650221,15.033107571230651,19.883164441665873,17.109203584788233
61,13.990480647297108,10.28007114460421,8.769677802657093,11.4143708471233,13.532953270360162,10.687982775643562,11.090789599019946,11.842728765802303,18.28885410766343,16.73675064048751,20.659901537383504,19.282424894666946,15.453112463628447,15.093648361410452,20.306453878985003,17.11922603029599
62,13.906215846033508,10.328525896522923,8.738116623563963,11.501888330109189,13.473888764574529,10.824019339799174,11.14392608108327,12.002044976400619,18.26827904056314,16.734354909012172,20.714358310536817,19.245153561799594,15.503284949522328,15.206187664507617,20.456479792001453,17.155761425494298
63,13.865864154679254,10.323530710556021,8.746001294957619,11.58467417616891,13.52271563837142,10.753584445640273,11.274568460218799,12.212087550939565,18.372957527621892,16.76295304625883,20.668641862757173,19.272257666130354,15.773461755237713,15.369262633664837,20.5073663637148,17.30907837436804
64,13.904080958215886,10.278967877256653,8.770359367216543,11.608633678875703,13.677247450011578,10.65585438366484,11.505063445088538,12.3431699736344,18.456634458955413,16.732432998443297,20.65124262954424,19.354191933628638,16.00739948265771,15.441645078068213,20.614217497548832,17.546176161040734
65,14.036260802917742,10.228017905731473,8.712513249704008,11.640508172089646,14.001597868971135,10.651103294276787,11.658955026967439,12.44552064258906,18.470366693393157,16.603997663963245,20.47177860310914,19.447374757272332,16.18173739812379,15.417689202039437,20.5878805012237,17.79974360168821
66,14.167652087537245,10.233008774559504,8.599272128103715,11.672079212994243,14.370871399408239,10.917953337891337,11.70392298364302,12.579582591788125,18.271051526669012,16.56226187553727,20.036823598290706,19.38891527681021,16.13943139489721,15.518444924263736,20.35845192447077,17.859777719752625
67,14.249648397271809,10.28494605813778,8.558428554436723,11.690547349817013,14.74294317570051,11.285133391365715,11.806106447442652,12.778854482379444,18.12605377798297,16.552827785861968,19.799724354867653,19.2825320998283,16.23061443454245,15.622061570128773,20.292780765839392,17.89914896486256
68,14.337763173170227,10.406780635609692,8.51338905136152,11.702300525554984,15.231724576206624,11.596293141241594,11.874728964450435,13.0820288243793,17.821511368400916,16.199834341935354,19.78926300322134,19.161306289421308,16.230899295759862,15.381821159996113,20.44601135528074,17.968446203954475
69,14.47845742719684,10.5772259840448,8.2052764939902,11.728763997556516,15.747732609700945,11.950302288630915,11.667496954333473,13.391414172260724,17.622892216517776,15.760328083901591,19.8708780628213,19.032133866756794,16.2587372900304,15.143771068005591,20.69267439080279,18.003485418557958
70,14.585426664212715,10.67530151133716,7.923908231496229,11.791417411163447,16.20321026581585,12.301469127715933,11.386301237641526,13.68102112885753,17.429991432674107,15.298583044801351,19.771190884974015,18.705184122560556,16.341212387440915,14.835464521999778,20.77509599558434,17.874420788732934
71,14.641615378518544,10.647847705520721,7.788822137668591,11.851948931052025,16.494507301755156,12.421969371547329,11.104432330394587,13.918997362303001,17.1793901595375,14.80558429758786,19.35007688583908,18.396115197696083,16.26939139001626,14.431291193175008,20.589863565901894,17.74924003938408
72,14.692024585135282,10.553467978964289,7.57759035799296,11.798739656564619,16.721082092215667,12.39694057871137,10.709635142944753,14.042500568779188,16.834536865296496,14.561604859386676,18.755849389739055,18.123761969366896,15.978903672341334,14.291558945956272,20.216060335639213,17.600718814637617
73,14.775436753776152,10.572686284943378,8.908027384570241,11.723603023341436,16.942451661449653,12.536527986863303,12.04532198336357,14.062725267570334,16.349330256558737,14.257347074102979,17.45455309806545,17.8248985372498,15.698475991731854,14.161108976636308,19.064790295382142,17.454739490000215
74,14.781753032846108,10.728421564207181,8.762060883119787,11.649219842903399,17.005122082069114,13.025017655036104,12.043911316310059,13.981316174415856,15.708668886908512,13.551687018883046,16.003759342654476,17.496789208683566,15.404726810747848,13.682389005426444,17.805235065284737,17.33771954885982
75,,11.18923708483975,7.489689732880532,9.986946511083776,,13.763665595113606,10.73402786991753,12.341808330940278,14.854279769811463,12.322539882188845,15.319907854636138,16.970202241511675,14.792242967512516,12.621936420951265,17.369435517247297,17.02833080144724
76,,8.489985434213779,6.603527994499057,10.730032664004316,,10.443271216909997,10.22782525402142,13.253896585236085,13.9754234476477,10.642253697049874,13.963503865105618,16.24395428368377,13.929124424972684,11.05732665252327,16.85525423555573,16.45645022010978
77,,,,10.887457173595376,,,,13.622515221748081,13.463445235415962,9.41583432165982,12.859644583926215,15.229813736817256,13.578830780164125,11.163436299196498,16.31537587138447,15.602444796929513
78,,,,8.901645773162763,,,,11.307376309450012,12.909651162941321,9.187274968391483,15.233330691342776,14.001522399142392,13.634756219993458,12.506117114032264,19.28037418127243,14.679698277364155
79,,,,7.498227339929429,,,,10.881144402530396,11.768876308810658,8.532959487976038,,12.984507159962707,13.647153538783016,12.352639695502939,,14.573934083172604
80,,,,,,,,,11.379889960740897,10.17756230429218,,12.326523929673167,14.121419599486474,13.957351783146697,,15.008189281121822
81,,,,,,,,,8.895319102911659,,,10.91227538986514,11.631668564819078,,,13.947153675332496
82,,,,,,,,,7.461480970905731,,,11.773758987107396,9.027286283748417,,,14.60226304748618
83,,,,,,,,,6.789301347864464,,,6.789301347864464,8.082536635161627,,,8.082536635161627
84,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,
