timestamp_avg,Sensor1_x_avg,Sensor1_y_avg,Sensor1_z_avg,Sensor2_x_avg,Sensor2_y_avg,Sensor2_z_avg,Diff_x_avg,Diff_y_avg,Diff_z_avg,Diff_inv_x_avg,Diff_inv_y_avg,Diff_inv_z_avg
4939.0,-73.98132090450183,2.6684452157044727,16.748287669672948,-85.18950136825364,1.997533306418187,-0.25160306391841564,6.913043478260869,-7.784742941339226,12.945056955688452,-10.782608695652174,-3.8038916290032776,-16.190336408098197
4961.0,-73.70707494171756,3.080835960189899,16.85389765103627,-85.6916339468421,2.005366425268655,-1.1832573076006436,7.428571428571429,-7.5721828066614005,13.932387288897988,-11.142857142857142,-4.416751462541325,-17.069379683648254
4663.25,-75.07361142692807,3.5804470563642097,16.406883423843137,-88.04661918953843,2.6400309828260005,-2.4377650992663087,8.402972027972027,-7.984014058024736,14.52758808572337,-12.138986013986013,-4.448681747051766,-17.660871575320776
4684.0,-74.26926882416137,3.902892215807597,16.487533723521043,-88.2625139879722,3.0156252142646105,-2.9149289336266904,9.416666666666668,-8.173267404998441,14.924625442214214,-13.226190476190476,-4.671311069405659,-18.01219772810424
4370.0,-45.953755643944284,6.067091859304454,9.44961319554667,-61.05713415456719,5.096367061388432,-3.235878366261129,10.546031746031746,-8.13683799899546,7.578472033135007,-14.45291005291005,-3.1311488596207475,-10.811442706920227
4380.333333333333,-45.70287411210044,6.277755590823209,9.588610787235794,-61.69915267224957,5.440756687216955,-3.273392270275007,11.317460317460318,-8.295421345060815,7.576457637995383,-15.4,-3.1734121160000757,-10.797384772174793
4387.333333333333,-45.3493822260207,6.521248445649401,9.587149739114794,-62.39431097191048,5.7723546244112525,-3.3753394541485164,12.411111111111111,-8.42752028025081,7.463014062837168,-16.333333333333332,-3.2023424580768585,-10.671966861880682
4392.0,-44.8926342429582,6.71727564300668,9.527005278929998,-63.015090338410594,6.064187922674768,-3.7067468804854737,13.466666666666667,-8.63890161775585,7.504929966368105,-17.400000000000002,-3.209158962779894,-10.718254451383897
4395.666666666667,-44.45164209682938,6.922771070521737,9.613760446286557,-63.64197184560387,6.328632237270391,-4.071762522092161,14.444444444444445,-8.831232464690533,7.722217907453104,-18.333333333333332,-3.2911287943199596,-10.928991258389773
4398.833333333333,-44.11236109547516,7.104160283772185,9.435633884763822,-64.24692770501038,6.553620732753264,-4.34945801635492,15.388888888888891,-8.983386643067412,7.607099872765706,-19.222222222222225,-3.280450008529049,-10.82122159423425
4870.166666666667,-68.63529934881727,4.4177482091635225,16.615605476920017,-88.67502728429389,4.807729142676576,-3.212766268548903,15.388888888888891,-9.642669981639147,14.327507076976097,-19.22222222222222,-4.970566547423908,-17.35150379881657
4872.833333333333,-69.35164408430568,4.4107583599285825,16.665861105742973,-88.3667834759977,4.5395476030883835,-3.1176290260145714,14.388888888888891,-9.338599375958307,14.474849002493235,-18.38888888888889,-4.990974360445834,-17.481038053656196
4875.666666666667,-70.09274858045752,4.389395552075171,16.629846444011033,-88.08298895357602,4.275586399136868,-3.0573518734206044,13.333333333333334,-9.064040863691886,14.557100647206896,-17.333333333333332,-4.961281963740763,-17.563271776436483
4580.5,-71.06017880916143,4.501679307781286,16.215381043284363,-88.05739707664355,4.046757329270526,-3.3747137360600195,12.366666666666667,-8.798369100414035,14.599082626730764,-16.266666666666666,-4.920316553854752,-17.61144247083623
4584.75,-71.96388706174048,4.398228021060483,16.0284158110856,-87.95143747750748,3.745016208125645,-3.309772901172816,11.45,-8.55768031978716,14.517505515123545,-15.225,-4.819595055261361,-17.550293162773976
4589.5,-72.92781791967008,4.171656123719131,15.685404372445294,-87.86805621548338,3.475745312151795,-3.277220002473604,10.375,-8.476579853256334,14.294293631706328,-14.208333333333332,-4.525786808082724,-17.394820870586948
4594.75,-73.81888351817683,3.976987318101302,15.62562335660664,-87.77083878372258,3.2124467963970895,-2.999805082344441,9.339285714285715,-8.308404555755676,14.100599281006211,-13.267857142857142,-4.3430099489505825,-17.240680033269836
4604.5,-74.92407380921883,3.653050070017963,15.368950765057868,-87.85683929342542,2.88100070474753,-2.636896998698562,8.333333333333332,-8.18866310840853,13.632190114574776,-12.285714285714285,-4.053530156805015,-16.828204886360894
4902.5,-73.7698740428349,3.3291334036158178,15.374307235239508,-85.76349892728305,2.64046411429077,-1.3019164893846742,7.375,-7.969269220524367,12.436886882826297,-11.375,-3.7495216146603743,-15.674484925138747
4917.5,-74.07221841810896,3.0203073283350976,15.936905632678396,-85.3212851813258,2.288633122959552,-0.8586170604969389,6.954545454545454,-7.836792769437195,12.670558183191893,-10.818181818181818,-3.7162189744842022,-15.926474322696954
