Degrees_x,timestamp,Sensor1_x,Sensor1_y,Sensor1_z,Sensor2_x,Sensor2_y,Sensor2_z,Diff_x,Diff_y,Diff_z,Diff_inv_x,Diff_inv_y,Diff_inv_z,minus_Sensor1_x_plus_Sensor2_x,minus_Sensor1_y_plus_Sensor2_y,minus_Sensor1_z_plus_Sensor2_z,minus_Sensor2_x_plus_Sensor1_x,minus_Sensor2_y_plus_Sensor1_y,minus_Sensor2_z_plus_Sensor1_z,timestamp_2,Sensor1_x_2,Sensor1_y_2,Sensor1_z_2,Sensor2_x_2,Sensor2_y_2,Sensor2_z_2,Diff_x_2,Diff_y_2,Diff_z_2,Diff_inv_x_2,Diff_inv_y_2,Diff_inv_z_2,minus_Sensor1_x_plus_Sensor2_x_2,minus_Sensor1_y_plus_Sensor2_y_2,minus_Sensor1_z_plus_Sensor2_z_2,minus_Sensor2_x_plus_Sensor1_x_2,minus_Sensor2_y_plus_Sensor1_y_2,minus_Sensor2_z_plus_Sensor1_z_2,timestamp_3,Sensor1_x_3,Sensor1_y_3,Sensor1_z_3,Sensor2_x_3,Sensor2_y_3,Sensor2_z_3,Diff_x_3,Diff_y_3,Diff_z_3,Diff_inv_x_3,Diff_inv_y_3,Diff_inv_z_3,minus_Sensor1_x_plus_Sensor2_x_3,minus_Sensor1_y_plus_Sensor2_y_3,minus_Sensor1_z_plus_Sensor2_z_3,minus_Sensor2_x_plus_Sensor1_x_3,minus_Sensor2_y_plus_Sensor1_y_3,minus_Sensor2_z_plus_Sensor1_z_3,timestamp_avg,Sensor1_x_avg,Sensor1_y_avg,Sensor1_z_avg,Sensor2_x_avg,Sensor2_y_avg,Sensor2_z_avg,Diff_x_avg,Diff_y_avg,Diff_z_avg,Diff_inv_x_avg,Diff_inv_y_avg,Diff_inv_z_avg,minus_Sensor1_x_plus_Sensor2_x_avg,minus_Sensor1_y_plus_Sensor2_y_avg,minus_Sensor1_z_plus_Sensor2_z_avg,minus_Sensor2_x_plus_Sensor1_x_avg,minus_Sensor2_y_plus_Sensor1_y_avg,minus_Sensor2_z_plus_Sensor1_z_avg
32,1872.0,2.8431030610552663,-2.8232748188435184,5.165083718191734,33.00618716072902,3.9398074608295217,1.8638120251101977,32.0,2.0275743475941335,-8.495767104192064,-25.666666666666668,7.005234283353413,-2.375695327465437,30.163084099673757,6.76308227967304,-3.3012716930815356,-30.163084099673757,-6.76308227967304,3.3012716930815356,2413.5,1.9958899286979606,-3.4525856664092407,6.533488153424308,31.832220445315983,3.596292958996174,4.152527818078518,32.0,2.8624921504972898,-7.119036287682349,-25.5,5.6639121039558855,-3.245945036651729,29.83633051661802,7.048878625405415,-2.3809603353457898,-29.83633051661802,-7.048878625405415,2.3809603353457898,2958.0,1.0133627987068106,-3.82470459995187,5.779996659130762,30.988257743509774,3.671180504210121,2.754292962142376,32.0,2.9340926417738267,-7.698218047788971,-25.666666666666668,5.844343606816093,-2.700463065750979,29.974894944802966,7.495885104161991,-3.0257036969883857,-29.974894944802966,-7.495885104161991,3.0257036969883857,2414.5,1.9507852628200126,-3.366855028401543,5.826189510248935,31.942221783184923,3.7357603080119386,2.923544268443697,32.0,2.60805304662175,-7.771007146554461,-25.611111111111114,6.171163331375131,-2.774034476622715,29.991436520364914,7.102615336413482,-2.902645241805237,-29.991436520364914,-7.102615336413482,2.902645241805237
31,1874.5,2.7049606404890447,-2.7129020907431194,5.259754451588224,31.899567469282808,3.5099160481988942,2.041476497645999,31.0,1.6291421070574628,-8.259838714703095,-24.5,7.309385157505204,-2.635077081875998,29.194606828793763,6.222818138942014,-3.218277953942225,-29.194606828793763,-6.222818138942014,3.218277953942225,2415.0,1.8399542733951324,-3.3874813270002413,6.485295513480024,30.855245591998365,3.2739791690131788,4.214879107225551,31.0,2.5246431163288348,-6.895928289836606,-25.0,5.924825226472461,-3.506758872905316,29.015291318603232,6.6614604960134205,-2.2704164062544727,-29.015291318603232,-6.6614604960134205,2.2704164062544727,2960.5,0.7949226946222598,-3.81432163856712,5.891145234386442,29.68484476390237,3.2264108623951904,2.878533128311245,31.0,2.625847694779409,-7.489672220419116,-24.5,6.089346554117476,-2.905591731935395,28.889922069280107,7.04073250096231,-3.0126121060751965,-28.889922069280107,-7.04073250096231,3.0126121060751965,2416.6666666666665,1.7799458695021457,-3.304901685436827,5.878731733151564,30.813219275061176,3.3367686932024214,3.0449629110609315,31.0,2.2598776393885687,-7.5484797416529394,-24.666666666666668,6.441185646031713,-3.0158092289055696,29.033273405559033,6.6416703786392475,-2.8337688220906316,-29.033273405559033,-6.6416703786392475,2.8337688220906316
30,1877.0,2.5379148883044422,-2.665356721379485,5.4056366721308775,30.795654896283978,3.1000453068722713,2.2183695928491063,30.0,1.3234369522103266,-8.052416846598703,-23.666666666666668,7.54942632916234,-2.826332477065447,28.257740007979535,5.765402028251756,-3.1872670792817708,-28.257740007979535,-5.765402028251756,3.1872670792817708,2416.5,1.709974031926777,-3.342745267030129,6.4089845882654926,29.934072811169152,2.9746533210702686,4.253517681735847,30.0,2.217430621071015,-6.665922873253917,-24.0,6.162753057766494,-3.756874630014795,28.224098779242375,6.317398588100398,-2.1554669065296457,-28.224098779242375,-6.317398588100398,2.1554669065296457,2962.5,0.6140908170236802,-3.732419451370928,5.964285623870188,28.657220168524223,2.8451276504828864,3.023573832664842,30.0,2.2787054459091594,-7.297378832742967,-23.5,6.3741185003593435,-3.1284346987350355,28.043129351500543,6.577547101853814,-2.940711791205346,-28.043129351500543,-6.577547101853814,2.940711791205346,2418.6666666666665,1.6206599124182997,-3.2468404799268473,5.926302294755519,29.79564929199245,2.973275426141809,3.1651537024165983,30.0,1.9398576730635002,-7.338572850865195,-23.722222222222225,6.69543262909606,-3.237213935271759,28.174989379574154,6.220115906068656,-2.761148592338921,-28.174989379574154,-6.220115906068656,2.761148592338921
29,1880.0,2.3356191837554294,-2.5923771995959375,5.556783896057577,29.52078489184741,2.598844773645182,2.4266498078865775,29.0,0.9163545788674282,-7.802995655416896,-22.666666666666668,7.882611814002807,-3.0690266844683385,27.185165708091983,5.191221973241119,-3.130134088171,-27.185165708091983,-5.191221973241119,3.130134088171,2418.5,1.503827485567495,-3.2944922033589,6.277050535827096,28.7391919245766,2.5766939771530337,4.2667241726901075,29.0,1.8072860567276186,-6.374336765916153,-23.0,6.494093707676939,-4.074600886507711,27.235364439009103,5.871186180511933,-2.0103263631369876,-27.235364439009103,-5.871186180511933,2.0103263631369876,2964.5,0.4269843330880778,-3.6623348302434855,6.05262772607612,27.629986056104073,2.498644187974592,3.222544830727846,29.0,1.9814193231913944,-7.061998742889857,-23.0,6.603453585100569,-3.3655609679310095,27.203001723015994,6.160979018218077,-2.830082895348274,-27.203001723015994,-6.160979018218077,2.830082895348274,2421.0,1.422143667470334,-3.183068077732774,5.962154052653598,28.629987624176028,2.558060979590936,3.3053062704348437,29.0,1.5683533195954802,-7.079777054740968,-22.88888888888889,6.993386368926771,-3.5030628463023525,27.207843956705698,5.74112905732371,-2.656847782218754,-27.207843956705698,-5.74112905732371,2.656847782218754
28,1882.5,2.1836914094781417,-2.551374801986828,5.7079747995867685,28.46512173557165,2.2158895574811064,2.5795533468058403,28.0,0.6381433792857925,-7.6318427512982865,-22.0,8.125978616739324,-3.2050788012500373,26.281430326093506,4.767264359467934,-3.128421452780928,-26.281430326093506,-4.767264359467934,3.128421452780928,2420.5,1.2866997329385557,-3.2305334211364833,6.128228347316117,27.57078814308523,2.1950525604493327,4.313626536707457,28.0,1.396206200543368,-6.0430772940772615,-22.0,6.822202038231941,-4.4230302741816345,26.284088410146676,5.425585981585817,-1.8146018106086599,-26.284088410146676,-5.425585981585817,1.8146018106086599,2967.0,0.1728200944721149,-3.594593111460014,6.102640171669232,26.39716093266929,2.0746474281523932,3.424358601909812,28.0,1.606917579561789,-6.76266317960836,-22.0,6.898872988589773,-3.6666576226136365,26.224340838197175,5.669240539612407,-2.6782815697594198,-26.224340838197175,-5.669240539612407,2.6782815697594198,2423.3333333333335,1.214403745629604,-3.1255004448611086,5.979614439524039,27.477690270442057,2.1618631820276106,3.439179495141037,28.0,1.213755719796983,-6.812527741661302,-22.0,7.282351214520347,-3.7649222326817693,26.263286524812454,5.287363626888719,-2.5404349443830028,-26.263286524812454,-5.287363626888719,2.5404349443830028
27,1885.0,2.014058384630046,-2.512114397722807,5.801830706181465,27.469631781488516,1.801765224433603,2.631611947572948,27.0,0.3008248754388975,-7.522322004473618,-21.0,8.449432633160741,-3.306619836221891,25.455573396858473,4.31387962215641,-3.1702187586085167,-25.455573396858473,-4.31387962215641,3.1702187586085167,2422.5,1.062465602193185,-3.152044040019286,5.994249612526647,26.449281510847506,1.8269296573095593,4.318098042720983,27.0,0.9921720725330738,-5.779855316489023,-21.0,7.177336223532932,-4.70146416285251,25.38681590865432,4.978973697328845,-1.6761515698056644,-25.38681590865432,-4.978973697328845,1.6761515698056644,2970.0,-0.14304857167774618,-3.5631692180672903,6.028997734653035,25.09611826680965,1.5877260895773304,3.628329818349947,27.0,1.16095658300947,-6.329252426225885,-21.0,7.2270307034992305,-4.107602634022103,25.239166838487392,5.15089530764462,-2.4006679163030884,-25.239166838487392,-5.15089530764462,2.4006679163030884,2425.8333333333335,0.9778251383818283,-3.075775885269795,5.941692684453716,26.338343853048556,1.7388069904401642,3.5260132695479594,27.0,0.8179845103271471,-6.543809915729509,-21.0,7.617933186730968,-4.038562211032168,25.36051871466673,4.8145828757099585,-2.4156794149057568,-25.36051871466673,-4.8145828757099585,2.4156794149057568
26,1888.0,1.8165983195314193,-2.4547554655233963,5.888705620902344,26.250996125367717,1.3401957314338275,2.7459063275909172,26.0,-0.08493487628991285,-7.313888542719263,-20.0,8.801558053779404,-3.4788838664128376,24.434397805836298,3.7949511969572236,-3.142799293311427,-24.434397805836298,-3.7949511969572236,3.142799293311427,2425.0,0.7622012711900487,-3.032904159972405,5.928694298282237,25.085307573278072,1.374640349766812,4.244400523445882,26.0,0.511991599346222,-5.6399830697203575,-20.0,7.672197751926094,-4.855508689145135,24.323106302088025,4.407544509739217,-1.6842937748363556,-24.323106302088025,-4.407544509739217,1.6842937748363556,2973.0,-0.5108351304677821,-3.5267495396871102,5.942123807959514,23.697363838741527,1.1085180139497937,3.8320024931136865,26.0,0.7233608992097201,-5.87669392207799,-20.0,7.562211588092027,-4.5467777381921115,24.20819896920931,4.635267553636904,-2.1101213148458275,-24.20819896920931,-4.635267553636904,2.1101213148458275,2428.6666666666665,0.6893214867512286,-3.0048030550609703,5.9198412423813656,25.01122251246244,1.2744513650501446,3.6074364480501617,26.0,0.38347254075534304,-6.276855178172537,-20.0,8.01198913126584,-4.2937234312500285,24.32190102571121,4.279254420111115,-2.312404794331203,-24.32190102571121,-4.279254420111115,2.312404794331203
25,1892.0,1.6021560617275157,-2.4429422961610623,5.929744125391617,24.92896489439459,0.8378067076085699,2.8866683193757985,25.0,-0.4748800717885029,-7.004375898481816,-18.8,9.13991968054695,-3.7222685732821814,23.326808832667076,3.280749003769632,-3.043075806015819,-23.326808832667076,-3.280749003769632,3.043075806015819,2428.0,0.3772642424178818,-2.9436797884963313,5.919855089738832,23.623601701842176,0.8484762910553051,4.110448188154545,25.0,0.010308253244678175,-5.598138466607572,-19.0,8.228411229095508,-4.904874620809158,23.246337459424293,3.7921560795516362,-1.8094069015842862,-23.246337459424293,-3.7921560795516362,1.8094069015842862,2976.0,-0.8352383677845031,-3.4956550297848055,5.98396817932647,22.35808983276597,0.6542131993247835,4.084432439331919,25.0,0.3602527722278701,-5.499068377026004,-19.0,7.8665415934253575,-4.883951959610932,23.19332820055047,4.149868229109589,-1.8995357399945512,-23.19332820055047,-4.149868229109589,1.8995357399945512,2432.0,0.38139397878696474,-2.9607590381473994,5.944522464818974,23.636885476334243,0.7801653993295528,3.6938496489540875,25.0,-0.03477301543865154,-6.033860914038463,-18.933333333333334,8.411624167689272,-4.503698384567424,23.25549149754728,3.740924437476952,-2.250672815864885,-23.25549149754728,-3.740924437476952,2.250672815864885
24,1895.5,1.4902067774825598,-2.428018280224677,5.969504304803385,24.32512722628254,0.6083134057031124,2.9702350834210676,24.0,-0.6561166898075994,-6.869946326219109,-18.0,9.302532023699921,-3.82670328894582,22.83492044879998,3.03633168592779,-2.9992692213823173,-22.83492044879998,-3.03633168592779,2.9992692213823173,2430.5,0.035969295326148565,-2.917125212988935,5.8694289477333115,22.509401776131252,0.49416417965600296,3.914913172649591,24.0,-0.3027609121474004,-5.612536127508673,-18.0,8.600093616094764,-4.86947995864973,22.4734324808051,3.411289392644938,-1.9545157750837208,-22.4734324808051,-3.411289392644938,1.9545157750837208,2979.0,-1.1611856151665305,-3.4316667141872723,6.044195991045082,21.093407855557718,0.14902220073768901,4.340951238470878,24.0,-0.08535310374012954,-5.157397509316869,-18.0,8.268565822408013,-5.212812679035636,22.254593470724245,3.5806889149249614,-1.7032447525742036,-22.254593470724245,-3.5806889149249614,1.7032447525742036,2435.0,0.12166348588072595,-2.9256034024669617,5.9610430811939255,22.642645619323833,0.41716659536560147,3.7420331648471787,24.0,-0.3480769018983765,-5.879959987681551,-18.0,8.7237304874009,-4.636331975543729,22.52098213344311,3.3427699978325633,-2.219009916346747,-22.52098213344311,-3.3427699978325633,2.219009916346747
23,1898.0,1.0853948185832858,-2.458066642629476,5.966204540599846,22.636256676316634,-0.003381416363094488,3.0613634869097512,23.0,-1.1062550541344056,-6.523187764916947,-17.0,9.720458188963052,-4.072625510952073,21.55086185773335,2.4546852262663816,-2.904841053690095,-21.55086185773335,-2.4546852262663816,2.904841053690095,2433.0,-0.3752086664655039,-2.8651764434818667,5.891123525476374,21.060547092747782,-0.053985756108530965,3.681269316169306,23.0,-0.7800696497805989,-5.692417138261862,-17.0,9.172118074901734,-4.765173535056199,21.435755759213283,2.8111906873733354,-2.209854209307068,-21.435755759213283,-2.8111906873733354,2.209854209307068,2982.0,-1.5042912076386283,-3.3763547295720344,6.062800251199779,19.845202278725296,-0.3073340330527344,4.557241736636303,23.0,-0.4894427351603614,-4.819049831221698,-17.0,8.641702806600088,-5.519394048784222,21.349493486363922,3.0690206965192997,-1.505558514563476,-21.349493486363922,-3.0690206965192997,1.505558514563476,2437.6666666666665,-0.2647016851736155,-2.899865938561126,5.973376105758667,21.180668682596572,-0.12156706850811994,3.766624846571787,23.0,-0.7919224796917886,-5.67821824480017,-17.0,9.178093023488293,-4.785731031597497,21.445370367770185,2.7782988700530056,-2.2067512591868796,-21.445370367770185,-2.7782988700530056,2.2067512591868796
