Degrees_x,timestamp,Sensor1_x,Sensor1_y,Sensor1_z,Sensor2_x,Sensor2_y,Sensor2_z,Diff_x,Diff_y,Diff_z,Diff_inv_x,Diff_inv_y,Diff_inv_z,minus_Sensor1_x_plus_Sensor2_x,minus_Sensor1_y_plus_Sensor2_y,minus_Sensor1_z_plus_Sensor2_z,minus_Sensor2_x_plus_Sensor1_x,minus_Sensor2_y_plus_Sensor1_y,minus_Sensor2_z_plus_Sensor1_z,timestamp_2,Sensor1_x_2,Sensor1_y_2,Sensor1_z_2,Sensor2_x_2,Sensor2_y_2,Sensor2_z_2,Diff_x_2,Diff_y_2,Diff_z_2,Diff_inv_x_2,Diff_inv_y_2,Diff_inv_z_2,minus_Sensor1_x_plus_Sensor2_x_2,minus_Sensor1_y_plus_Sensor2_y_2,minus_Sensor1_z_plus_Sensor2_z_2,minus_Sensor2_x_plus_Sensor1_x_2,minus_Sensor2_y_plus_Sensor1_y_2,minus_Sensor2_z_plus_Sensor1_z_2,timestamp_3,Sensor1_x_3,Sensor1_y_3,Sensor1_z_3,Sensor2_x_3,Sensor2_y_3,Sensor2_z_3,Diff_x_3,Diff_y_3,Diff_z_3,Diff_inv_x_3,Diff_inv_y_3,Diff_inv_z_3,minus_Sensor1_x_plus_Sensor2_x_3,minus_Sensor1_y_plus_Sensor2_y_3,minus_Sensor1_z_plus_Sensor2_z_3,minus_Sensor2_x_plus_Sensor1_x_3,minus_Sensor2_y_plus_Sensor1_y_3,minus_Sensor2_z_plus_Sensor1_z_3,timestamp_avg,Sensor1_x_avg,Sensor1_y_avg,Sensor1_z_avg,Sensor2_x_avg,Sensor2_y_avg,Sensor2_z_avg,Diff_x_avg,Diff_y_avg,Diff_z_avg,Diff_inv_x_avg,Diff_inv_y_avg,Diff_inv_z_avg,minus_Sensor1_x_plus_Sensor2_x_avg,minus_Sensor1_y_plus_Sensor2_y_avg,minus_Sensor1_z_plus_Sensor2_z_avg,minus_Sensor2_x_plus_Sensor1_x_avg,minus_Sensor2_y_plus_Sensor1_y_avg,minus_Sensor2_z_plus_Sensor1_z_avg
28,-3614.0,67.39174036425442,7.43137686373872,5.166722965290067,95.08335457118369,14.250650226690224,12.386749982695653,28.0,7.031476750287382,4.801657594207936,-29.0,-5.030560752803653,-10.430379294060481,27.691614206929273,6.8192733629515025,7.220027017405585,-27.691614206929273,-6.8192733629515025,-7.220027017405585,-4412.5,66.36494547047198,6.2423065387387044,6.841508027462167,93.77222781783613,12.796936695770277,13.562594655254088,28.0,5.854840544847075,3.94963977342611,-28.5,-4.4217339273822285,-9.113214689140582,27.407282347364145,6.554630157031575,6.72108662779192,-27.407282347364145,-6.554630157031575,-6.72108662779192,-5171.5,67.94682953665239,6.782397208821811,4.847719981903218,95.49907153066003,14.617500328189138,12.347819354815988,28.0,8.122815147612087,4.753910761633195,-29.0,-6.030279925692879,-10.900865340063044,27.552241994007638,7.835103119367328,7.50009937291277,-27.552241994007638,-7.835103119367328,-7.50009937291277,-4399.333333333333,67.23450512379293,6.818693537099745,5.61865032488515,94.78488463989328,13.888362416883213,12.765721330921911,28.0,7.003044147582181,4.50173604308908,-28.833333333333332,-5.160858201959587,-10.148153107754702,27.55037951610035,7.069668879783468,7.147071006036758,-27.55037951610035,-7.069668879783468,-7.147071006036758
29,-3617.5,66.63404713391829,7.163049598936629,5.2189828370016675,95.28820960151579,14.248927029277056,12.30090711695087,29.0,7.2251569826786906,4.452400580477737,-29.75,-5.1910809905179125,-10.307561974385827,28.654162467597498,7.0858774303404255,7.081924279949204,-28.654162467597498,-7.0858774303404255,-7.081924279949204,-4414.5,65.73513985989422,6.001721045436522,6.698338334116617,94.11544623421324,12.877449288112363,13.631015102400507,29.0,6.166546837571686,3.936458918322046,-29.5,-4.541341341104294,-9.329219442359884,28.380306374319012,6.875728242675841,6.93267676828389,-28.380306374319012,-6.875728242675841,-6.93267676828389,-5173.5,67.28798973835887,6.478956351618367,4.764755180601458,95.87980258317228,14.689136486583841,12.235754659648604,29.0,8.484723756621012,4.460990533024866,-30.0,-6.287144729964622,-10.934503571069207,28.591812844813404,8.210180134965475,7.470999479047146,-28.591812844813404,-8.210180134965475,-7.470999479047146,-4401.833333333333,66.55239224405712,6.547908998663839,5.560692117239914,95.09448613963377,13.938504267991087,12.722558959666662,29.0,7.292142525623796,4.283283343941549,-29.75,-5.339855687195609,-10.19042832927164,28.542093895576638,7.390595269327247,7.161866842426747,-28.542093895576638,-7.390595269327247,-7.161866842426747
30,-3621.0,65.80361736038715,6.895891571317928,5.280605807266483,95.50110515730485,14.26064922868172,12.1438241496746,30.0,7.417599869415443,4.009704286382816,-31.0,-5.388769354120309,-10.119786369780224,29.697487796917695,7.364757657363793,6.863218342408117,-29.697487796917695,-7.364757657363793,-6.863218342408117,-4416.5,65.07300181579183,5.7818950931812365,6.556262439224218,94.45872017600101,12.975677575699992,13.694547290667492,30.0,6.474328366351386,3.915538190171179,-30.5,-4.649897874937639,-9.546187795999131,29.385718360209175,7.193782482518755,7.138284851443274,-29.385718360209175,-7.193782482518755,-7.138284851443274,-5175.5,66.60493357206121,6.175110280799641,4.677986323992259,96.2487707040361,14.762023318577757,12.14034388823924,30.0,8.845137028925722,4.175144055212408,-31.0,-6.537059564731408,-10.988495206507213,29.64383713197489,8.586913037778116,7.462357564246981,-29.64383713197489,-8.586913037778116,-7.462357564246981,-4404.333333333333,65.82718424941339,6.284298981766269,5.50495152349432,95.40286534578065,13.999450040986488,12.659571776193777,30.0,7.579021754897518,4.033462177255468,-30.833333333333332,-5.525242264596453,-10.218156457428856,29.57568109636725,7.715151059220221,7.1546202526994565,-29.57568109636725,-7.715151059220221,-7.1546202526994565
31,-3624.0,65.05746239623541,6.658623465059276,5.361899351250531,95.69834646978035,14.261903008939479,12.020724717200613,31.0,7.557679674707701,3.6020555884042857,-32.0,-5.549551697655347,-9.935935802222467,30.640884073544925,7.6032795438802045,6.658825365950082,-30.640884073544925,-7.6032795438802045,-6.658825365950082,-4418.5,64.37470009428927,5.545593632147429,6.45893390164229,94.79958362209163,13.08432808235662,13.747269676881178,31.0,6.780490314453476,3.8242516637576447,-32.0,-4.780524595829052,-9.712608073328736,30.42488352780238,7.538734450209191,7.288335775238888,-30.42488352780238,-7.538734450209191,-7.288335775238888,-5177.5,65.91344464258621,5.910704211210689,4.6073830394672015,96.59275810331627,14.818676270511496,12.05829325552146,31.0,9.142581244373508,3.8998556769588792,-32.0,-6.731359632233579,-11.029540708554624,30.67931346073005,8.907972059300807,7.450910216054259,-30.67931346073005,-8.907972059300807,-7.450910216054259,-4406.666666666667,65.11520237770362,6.038307102805798,5.476072097453341,95.69689606506275,14.05496912060253,12.60876254986775,31.0,7.826917077844894,3.7753876430402697,-32.0,-5.68714530857266,-10.226028194701943,30.58169368735912,8.016662017796735,7.132690452414411,-30.58169368735912,-8.016662017796735,-7.132690452414411
32,-3627.0,64.30977452185039,6.461902770066884,5.4438721369988485,95.88805641363172,14.252748125570335,11.977090450102962,32.0,7.6449890342347215,3.2905523134804064,-33.0,-5.622738578964334,-9.812134040056717,31.578281891781334,7.7908453555034525,6.533218313104112,-31.578281891781334,-7.7908453555034525,-6.533218313104112,-4420.5,63.65611519823736,5.293862630009533,6.419038335633436,95.14869031213217,13.18159420211692,13.818626874574411,32.0,7.052905333856714,3.682489988883613,-33.0,-4.89903369455957,-9.829660644611906,31.492575113894816,7.887731572107386,7.399588538940975,-31.492575113894816,-7.887731572107386,-7.399588538940975,-5179.5,65.20792903451672,5.671410701682106,4.540551023897967,96.92700434604612,14.862787223912198,11.989390683844233,32.0,9.399118951669507,3.637985648797906,-33.5,-6.883933022001095,-11.071102641648267,31.7190753115294,9.191376522230092,7.448839659946266,-31.7190753115294,-9.191376522230092,-7.448839659946266,-4409.0,64.3912729182015,5.809058700586174,5.467820498843417,95.98791702393667,14.099043183866485,12.595036002840535,32.0,8.032337773253648,3.5370093170539754,-33.166666666666664,-5.801901765175,-10.23763244210563,31.59664410573518,8.289984483280309,7.1272155039971175,-31.59664410573518,-8.289984483280309,-7.1272155039971175
33,-3630.0,63.7224460433352,6.314038424272749,5.419093070922972,96.03691604600131,14.222493863129536,12.003637671541563,33.0,7.727969403281122,3.1840505892928967,-33.666666666666664,-5.621976868813815,-9.84094797308849,32.314470002666134,7.9084554388567865,6.584544600618592,-32.314470002666134,-7.9084554388567865,-6.584544600618592,-4422.0,63.109648074260704,5.095430112421042,6.407882161367451,95.41487129372598,13.252776392977221,13.883274124418724,33.0,7.249012370802674,3.5596891080064577,-34.0,-4.985656901556322,-9.905689049281449,32.305223219465276,8.15734628055618,7.4753919630512735,-32.305223219465276,-8.15734628055618,-7.4753919630512735,-5181.5,64.51144305530389,5.465859622994957,4.514062223351656,97.249818923683,14.874490756861139,11.934886896065976,33.0,9.56872395096956,3.368984183169482,-34.5,-6.972754109437345,-11.06523079122579,32.7383758683791,9.408631133866184,7.4208246727143194,-32.7383758683791,-9.408631133866184,-7.4208246727143194,-4411.166666666667,63.78117905763327,5.625109386562916,5.447012485214027,96.2338687544701,14.116587004322632,12.607266230675421,33.0,8.181901908351119,3.370907960156279,-34.05555555555555,-5.860129293269161,-10.27062260453191,32.45268969683684,8.491477617759717,7.160253745461394,-32.45268969683684,-8.491477617759717,-7.160253745461394
34,-3633.0,62.849714609942374,6.078026175952495,5.297492202959337,96.27564114170859,14.206124360148195,12.048048384400387,34.0,7.9350191428043955,3.0848896903811425,-34.666666666666664,-5.654822140665934,-9.984447531560727,33.42592653176622,8.1280981841957,6.750556181441048,-33.42592653176622,-8.1280981841957,-6.750556181441048,-4423.5,62.553245257935274,4.878198074126303,6.377191759127722,95.67887431795981,13.319484094718009,13.94022452317249,34.0,7.462056684118532,3.4292839232777217,-34.5,-5.087788884705102,-9.990964580511811,33.12562906002454,8.441286020591706,7.5630327640447685,-33.12562906002454,-8.441286020591706,-7.5630327640447685,-5183.5,63.819813447249274,5.292497943160144,4.533085206012874,97.54547168836768,14.888020677557284,11.922005558495211,34.0,9.683650994758525,3.1190888482343593,-35.5,-7.013312549471814,-11.047239133938655,33.7256582411184,9.59552273439714,7.388920352482337,-33.7256582411184,-9.59552273439714,-7.388920352482337,-4413.333333333333,63.07425777170897,5.416240731079647,5.402589722699978,96.49999571601204,14.137876377474496,12.636759488689364,34.0,8.360242273893817,3.211087487297741,-34.888888888888886,-5.918641191614284,-10.340883748670398,33.42573794430305,8.721635646394848,7.234169765989385,-33.42573794430305,-8.721635646394848,-7.234169765989385
35,-3636.0,62.07646260179882,5.827420499796996,5.189049912957861,96.51383506018043,14.206985947053363,12.024048682251205,35.0,8.164302299086863,2.8992432415733966,-35.666666666666664,-5.769783033676841,-10.065990490199622,34.437372458381596,8.379565447256368,6.834998769293343,-34.437372458381596,-8.379565447256368,-6.834998769293343,-4425.5,61.81711161994492,4.60810484014033,6.2895241094679974,96.01291602451903,13.409391722808186,13.996772004638947,35.0,7.75327707130425,3.281392995971184,-35.5,-5.21777518236623,-10.135022673362556,34.195804404574105,8.801286882667856,7.7072478951709495,-34.195804404574105,-8.801286882667856,-7.7072478951709495,-5186.0,63.195654272350254,5.14278322976176,4.482246486939425,97.80253879841156,14.904404486982715,11.92275393347496,35.0,9.820190981643018,2.9642834023192344,-36.333333333333336,-7.040891900956384,-11.10972771606834,34.606884526061314,9.761621257220957,7.440507446535537,-34.606884526061314,-9.761621257220957,-7.440507446535537,-4415.833333333333,62.36307616469799,5.192769523233029,5.320273503121761,96.77642996103701,14.173594052281421,12.64785820678837,35.0,8.579256784011378,3.0483065466212715,-35.833333333333336,-6.009483372333151,-10.436913626543507,34.41335379633901,8.980824529048393,7.32758470366661,-34.41335379633901,-8.980824529048393,-7.32758470366661
36,-3639.0,61.3086249612584,5.563125357698294,5.0350036693368425,96.74481186119647,14.217075699704898,11.949340303539293,36.0,8.437421679993365,2.6846143622743117,-36.666666666666664,-5.938730757417392,-10.15614076806871,35.43618689993806,8.653950342006604,6.914336634202449,-35.43618689993806,-8.653950342006604,-6.914336634202449,-4427.5,61.08757640154375,4.346261446130798,6.147658365621369,96.33254159786841,13.506176819950948,14.012083698436234,36.0,8.072442935405277,3.1349700704599575,-37.0,-5.370416594240639,-10.303273079445944,35.244965196324664,9.159915373820152,7.864425332814865,-35.244965196324664,-9.159915373820152,-7.864425332814865,-5188.0,62.45243755542005,4.953160122970028,4.366822062641234,98.11826516481558,14.90667401407758,11.902242732511581,36.0,10.002613794922718,2.7907347243534577,-37.0,-7.082486658092768,-11.209493645964283,35.665827609395535,9.953513891107551,7.535420669870347,-35.665827609395535,-9.953513891107551,-7.535420669870347,-4418.166666666667,61.61621297274073,4.954182308933041,5.183161365866482,97.06520620796016,14.209975511244474,12.621222244829037,36.0,8.837492803440453,2.870106385695909,-36.888888888888886,-6.130544669916933,-10.556302497826312,35.44899323521942,9.255793202311436,7.4380608789625535,-35.44899323521942,-9.255793202311436,-7.4380608789625535
37,-3642.0,60.50386682650509,5.324416493723109,4.7460564989959915,96.97825902801033,14.243430237303926,11.842399960775653,37.0,8.782432203284197,2.5483244537085867,-38.0,-6.111447019951872,-10.363867766065125,36.474392201505246,8.919013743580818,7.096343461779662,-36.474392201505246,-8.919013743580818,-7.096343461779662,-4429.5,60.362001944207165,4.068121515741557,5.979140842048965,96.64889464773947,13.620799042303812,13.991431869672189,37.0,8.435155978048893,2.9550555546158592,-38.0,-5.574595427749458,-10.480517792758867,36.2868927035323,9.552677526562256,8.012291027623224,-36.2868927035323,-9.552677526562256,-8.012291027623224,-5189.5,61.80589613519069,4.766627175926823,4.24811926887701,98.39926203701972,14.919689913103117,11.843245581408446,37.0,10.19742826762128,2.592547543167293,-38.5,-7.173714813362107,-11.28707257713237,36.59336590182903,10.153062737176295,7.595126312531436,-36.59336590182903,-10.153062737176295,-7.595126312531436,-4420.333333333333,60.89058830196765,4.7197217284638295,4.991105536640656,97.34213857092318,14.261306397570285,12.559025803952096,37.0,9.138338816318123,2.698642517163913,-38.166666666666664,-6.286585753687812,-10.710486045318788,36.45155026895552,9.541584669106458,7.5679202673114405,-36.45155026895552,-9.541584669106458,-7.5679202673114405
