Time,w1,x1,y1,z1,loc1_x,loc1_y,loc1_z,time2,w2,x2,y2,z2,loc2_x,loc2_y,loc2_z
1712658562.26258,0.011401421390473843,-0.09835365414619446,-0.12257024645805359,-0.9875084757804871,50.55674362182617,4.50679349899292,38.68109130859375,1712658562.2625852,-0.7724477648735046,-0.0012810603948310018,0.0076993429102003574,0.635030210018158,43.80790710449219,-7.952536582946777,38.7409553527832
1712658562.270933,0.011412755586206913,-0.09830479323863983,-0.12259737402200699,-0.9875098466873169,50.5549430847168,4.508272171020508,38.68235397338867,1712658562.2709389,-0.772454559803009,-0.0012443459127098322,0.007728376425802708,0.6350216865539551,43.80788803100586,-7.950327396392822,38.741188049316406
1712658562.279207,0.011400016024708748,-0.0983353927731514,-0.1226106658577919,-0.987505316734314,50.555885314941406,4.5083842277526855,38.680091857910156,1712658562.279211,-0.7724617719650269,-0.0012300905073061585,0.007756975479424,0.6350126266479492,43.807464599609375,-7.948991775512695,38.74128341674805
1712658562.287528,0.011430344544351101,-0.09835001081228256,-0.12261781841516495,-0.9875026345252991,50.55726623535156,4.510509014129639,38.67937469482422,1712658562.287532,-0.772485077381134,-0.0012275432236492634,0.007770541589707136,0.6349840760231018,43.80785369873047,-7.946549892425537,38.741207122802734
1712658562.295837,0.011468362994492054,-0.09835047274827957,-0.12262856215238571,-0.987500786781311,50.557743072509766,4.513384819030762,38.678436279296875,1712658562.2959108,-0.7724971771240234,-0.0012131239054724574,0.007782046217471361,0.6349692940711975,43.807456970214844,-7.9461517333984375,38.74122619628906
1712658562.304269,0.011468755081295967,-0.09832046926021576,-0.12260814011096954,-0.9875062704086304,50.556861877441406,4.5124640464782715,38.67936706542969,1712658562.304278,-0.7724684476852417,-0.0012723548570647836,0.007759050466120243,0.635004460811615,43.8062744140625,-7.951627731323242,38.741024017333984
1712658562.312543,0.01146836020052433,-0.09822608530521393,-0.12261662632226944,-0.9875146150588989,50.552494049072266,4.513978004455566,38.684051513671875,1712658562.3125482,-0.7724723219871521,-0.001290409592911601,0.007788155227899551,0.6349992752075195,43.805545806884766,-7.95072603225708,38.74228286743164
1712658562.3208761,0.011445295065641403,-0.09826808422803879,-0.1226370558142662,-0.9875081777572632,50.55467987060547,4.514839172363281,38.6800537109375,1712658562.320881,-0.7724838852882385,-0.0012493191752582788,0.007799869403243065,0.6349851489067078,43.80652618408203,-7.948145866394043,38.74159622192383
1712658562.329234,0.011433122679591179,-0.09828965365886688,-0.12260688841342926,-0.9875099658966064,50.55574035644531,4.513307571411133,38.67772674560547,1712658562.32924,-0.7724889516830444,-0.001254518050700426,0.0077918339520692825,0.6349791288375854,43.8072395324707,-7.948543071746826,38.74119186401367
1712658562.337595,0.011438802815973759,-0.0982864648103714,-0.12260396778583527,-0.9875105619430542,50.55533218383789,4.512970924377441,38.6782112121582,1712658562.337603,-0.7724969983100891,-0.0012243074597790837,0.007774763274937868,0.6349695324897766,43.80802536010742,-7.948367118835449,38.739627838134766
1712658562.345881,0.01139332540333271,-0.09829998016357422,-0.12256313115358353,-0.9875147938728333,50.55586242675781,4.508425712585449,38.67771911621094,1712658562.345886,-0.7725086808204651,-0.0011864389525726438,0.0077672176994383335,0.6349554657936096,43.80992889404297,-7.946411609649658,38.73762512207031
1712658562.354181,0.011391378939151764,-0.09828401356935501,-0.12259086966514587,-0.9875129461288452,50.55598068237305,4.509194374084473,38.6773567199707,1712658562.354186,-0.7724940776824951,-0.0012022792361676693,0.007780361454933882,0.6349730491638184,43.808834075927734,-7.948759078979492,38.738182067871094
1712658562.362544,0.011392010375857353,-0.0982971340417862,-0.12265080958604813,-0.987504243850708,50.5571174621582,4.51165771484375,38.675777435302734,1712658562.362549,-0.772513747215271,-0.0011864779517054558,0.007788816466927528,0.6349490880966187,43.810333251953125,-7.946157455444336,38.737491607666016
1712658562.37095,0.011393443681299686,-0.0982782319188118,-0.12269256263971329,-0.9875009059906006,50.55728530883789,4.511398792266846,38.67636489868164,1712658562.3709571,-0.7725083231925964,-0.0011889819288626313,0.007801403757184744,0.6349555850028992,43.810516357421875,-7.946577072143555,38.73675537109375
1712658562.37919,0.011360467411577702,-0.09828128665685654,-0.12270025908946991,-0.987500011920929,50.557769775390625,4.507839679718018,38.675777435302734,1712658562.379264,-0.7724961638450623,-0.001222291262820363,0.007848978042602539,0.6349697113037109,43.8094482421875,-7.946829319000244,38.73725509643555
1712658562.387518,0.011329488828778267,-0.09822962433099747,-0.12269469350576401,-0.9875062108039856,50.55568313598633,4.504762649536133,38.67782974243164,1712658562.3875232,-0.7724606990814209,-0.0012426147004589438,0.007846398279070854,0.6350127458572388,43.810157775878906,-7.949973106384277,38.73633575439453
1712658562.395937,0.011355064809322357,-0.09822766482830048,-0.12275376170873642,-0.9874987602233887,50.5564079284668,4.506780624389648,38.6766357421875,1712658562.395942,-0.7724590301513672,-0.0012989349197596312,0.007932029664516449,0.6350136995315552,43.80815505981445,-7.950193405151367,38.73812484741211
1712658562.407491,0.011348575353622437,-0.09824191778898239,-0.122831329703331,-0.98748779296875,50.555908203125,4.506592273712158,38.675689697265625,1712658562.407498,-0.7724382877349854,-0.001279268180951476,0.007956468500196934,0.6350386738777161,43.80720138549805,-7.95083475112915,38.73812484741211
1712658562.412897,0.011310904286801815,-0.09829748421907425,-0.12280802428722382,-0.9874855875968933,50.55752944946289,4.503268241882324,38.674339294433594,1712658562.4129019,-0.7724324464797974,-0.0012980597093701363,0.00793452374637127,0.6350460052490234,43.807186126708984,-7.951516151428223,38.73792266845703
