Snapshot Counter,Time,w1,x1,y1,z1,loc1_x,loc1_y,loc1_z,time2,w2,x2,y2,z2,loc2_x,loc2_y,loc2_z,stylus_x,stylus_y,stylus_z
1,1703607320.366647,0.030985334888100624,0.08237746357917786,0.0028208361472934484,0.9961153268814087,30.17154884338379,-5.653768062591553,-82.71993255615234,1703607320.3666508,-0.031171264126896858,0.11128239333629608,0.04745299741625786,-0.9921656847000122,10.011762619018555,-2.3618862628936768,-84.43526458740234,57.81840133666992,-6.4156389236450195,-80.68558502197266
2,1703607326.674711,0.032245028764009476,0.08383780717849731,-0.00017528496391605586,0.9959574937820435,30.11695671081543,-5.57724666595459,-82.720458984375,1703607326.6747189,-0.03186066821217537,0.10902667790651321,0.04578015208244324,-0.992472767829895,10.025283813476562,-2.321931838989258,-84.42716979980469,20.157543182373047,-4.856796741485596,-79.73313903808594
3,1703607332.949591,0.03535822406411171,0.08011820912361145,-0.011874625459313393,0.9960872530937195,30.201080322265625,-5.177193641662598,-82.98735809326172,1703607332.949595,-0.030733345076441765,0.11546238511800766,0.12690173089504242,-0.9846926927566528,10.24747085571289,-1.0589898824691772,-84.61424255371094,16.41031265258789,-5.255887508392334,-71.2126235961914
4,1703607338.748984,0.03554455563426018,0.08137422055006027,-0.012671852484345436,0.9959689974784851,30.175928115844727,-5.225451469421387,-82.95025634765625,1703607338.7489889,-0.030883831903338432,0.11405611038208008,0.11448954790830612,-0.9863718748092651,10.129368782043457,-1.212241291999817,-84.61695861816406,13.58228588104248,-9.132454872131348,-77.43292236328125
5,1703607342.782579,0.03545229136943817,0.08171704411506653,-0.010583586990833282,0.9959685802459717,30.149173736572266,-5.264430522918701,-82.9256591796875,1703607342.782583,-0.03035091422498226,0.11287683993577957,0.10232187062501907,-0.9878602027893066,10.088698387145996,-1.4062665700912476,-84.6074447631836,17.228729248046875,5.449972629547119,97.44193267822266
6,1703607347.3658571,0.03480847179889679,0.07850988954305649,-0.016262086108326912,0.9961726665496826,30.194515228271484,-5.2480974197387695,-83.03411865234375,1703607347.365862,-0.031205685809254646,0.11699026077985764,0.135366752743721,-0.9833692908287048,10.170735359191895,-1.0117478370666504,-84.68445587158203,10.028000831604004,18.61685562133789,74.94503021240234
1,1703607836.1295109,0.0797785297036171,-0.18140025436878204,0.014896043576300144,-0.9800547361373901,19.606321334838867,8.380029678344727,46.91521453857422,1703607836.129515,-0.07068172097206116,0.08355528861284256,-0.04402392357587814,0.9930177927017212,5.290247440338135,-5.7736921310424805,-50.246192932128906,46.672882080078125,12.16503620147705,43.94908142089844
2,1703607843.054421,0.08148357272148132,-0.1751948595046997,0.021190134808421135,-0.9809271693229675,19.608957290649414,8.337498664855957,47.101097106933594,1703607843.054425,-0.06787796318531036,0.0823785588145256,-0.046105798333883286,0.9932172298431396,5.28236198425293,-5.790427207946777,-50.29655075073242,9.850935935974121,8.0393648147583,52.48581314086914
3,1703607848.25438,0.08447114378213882,-0.17336712777614594,0.012631384655833244,-0.9811466932296753,19.640174865722656,8.118267059326172,46.77237319946289,1703607848.254384,-0.07131307572126389,0.08097561448812485,-0.030752943828701973,0.9936858415603638,5.333700656890869,-5.5227460861206055,-49.939876556396484,8.681817054748535,8.174247741699219,61.509620666503906
4,1703607853.454334,0.08804946392774582,-0.17304006218910217,0.010984246619045734,-0.9809096455574036,19.663057327270508,8.003711700439453,46.80812454223633,1703607853.454338,-0.06293873488903046,0.07688579708337784,-0.02684302255511284,0.9946892261505127,5.278824329376221,-5.457890510559082,-50.048702239990234,3.4296014308929443,10.195679664611816,56.12942123413086
5,1703607859.870954,0.08411549031734467,-0.18110206723213196,0.03605157881975174,-0.9791970252990723,19.53342628479004,8.493030548095703,47.231693267822266,1703607859.8709602,-0.06891237199306488,0.08459778875112534,-0.09714411199092865,0.9892710447311401,5.3165812492370605,-6.518566608428955,-50.696861267089844,36.72942352294922,-8.07076358795166,-46.80300521850586
6,1703607869.0874612,0.08466815203428268,-0.1780821532011032,0.033753957599401474,-0.9797849655151367,19.552337646484375,8.379125595092773,47.106605529785156,1703607869.087465,-0.06796716898679733,0.08445662260055542,-0.07939589768648148,0.9909307360649109,5.351571559906006,-6.217601776123047,-50.483543395996094,25.639915466308594,-12.069615364074707,-74.64629364013672
