Time,w1,x1,y1,z1,loc1_x,loc1_y,loc1_z,time2,w2,x2,y2,z2,loc2_x,loc2_y,loc2_z
1710688438.340328,0.06401335448026657,0.1264486163854599,-0.07129666209220886,0.987334668636322,12.864398956298828,-6.104852676391602,46.570594787597656,1710688438.340341,0.7171002626419067,0.07458022981882095,0.045201435685157776,0.6914924383163452,7.320832252502441,10.34433364868164,46.66000747680664
1710688438.3485389,0.06407289206981659,0.12654180824756622,-0.07142125070095062,0.9873098134994507,12.861855506896973,-6.105495929718018,46.570068359375,1710688438.348545,0.7171249985694885,0.07461898028850555,0.045225806534290314,0.6914609670639038,7.320343017578125,10.34419059753418,46.66022872924805
1710688438.356832,0.06407120078802109,0.12660205364227295,-0.07146149128675461,0.9872993230819702,12.857983589172363,-6.103254318237305,46.56969451904297,1710688438.356837,0.7171386480331421,0.07464658468961716,0.04523273557424545,0.6914434432983398,7.316088676452637,10.344741821289062,46.660457611083984
1710688438.365184,0.06405371427536011,0.1266430765390396,-0.07150384783744812,0.9872921109199524,12.854942321777344,-6.101190090179443,46.5696907043457,1710688438.3651881,0.7171601057052612,0.07473728805780411,0.045302171260118484,0.691406786441803,7.317939281463623,10.346258163452148,46.660003662109375
1710688438.3749208,0.06412531435489655,0.12678015232086182,-0.07157735526561737,0.9872645735740662,12.85505485534668,-6.101272106170654,46.56925964355469,1710688438.3749812,0.7171958684921265,0.07479899376630783,0.04529004916548729,0.6913637518882751,7.318265914916992,10.344745635986328,46.660621643066406
1710688438.382946,0.06416220963001251,0.1268191784620285,-0.07166019082069397,0.9872511625289917,12.853421211242676,-6.100542068481445,46.569576263427734,1710688438.382953,0.717178463935852,0.07476814836263657,0.045271135866642,0.6913864016532898,7.316484451293945,10.343361854553223,46.661537170410156
1710688438.3901582,0.06418652832508087,0.12687751650810242,-0.07175696641206741,0.9872350692749023,12.852086067199707,-6.100118160247803,46.56965637207031,1710688438.390166,0.717179536819458,0.07469706237316132,0.04532084986567497,0.6913897395133972,7.316695213317871,10.345478057861328,46.66124725341797
1710688438.3985019,0.06421172618865967,0.12694083154201508,-0.0718655064702034,0.987217366695404,12.851926803588867,-6.1007232666015625,46.56968688964844,1710688438.398507,0.7172086834907532,0.07461806386709213,0.04527738317847252,0.6913708448410034,7.314716339111328,10.34518051147461,46.661781311035156
1710688438.406807,0.06416627764701843,0.12699659168720245,-0.07197266817092896,0.9872053265571594,12.852684020996094,-6.101574897766113,46.56965637207031,1710688438.406811,0.7172132730484009,0.07460803538560867,0.04531078413128853,0.6913650631904602,7.315160274505615,10.344861030578613,46.6621208190918
1710688438.415189,0.06418284773826599,0.1269887536764145,-0.07198718935251236,0.9872041940689087,12.85239028930664,-6.100643157958984,46.56996154785156,1710688438.415196,0.7172164916992188,0.07459564507007599,0.04534013941884041,0.6913610696792603,7.315865993499756,10.345490455627441,46.66233444213867
1710688438.42364,0.0641934797167778,0.1270189732313156,-0.07203960418701172,0.9871957898139954,12.85246467590332,-6.100083351135254,46.570457458496094,1710688438.423651,0.7172211408615112,0.07459142059087753,0.045314010232686996,0.6913584470748901,7.314337730407715,10.344950675964355,46.66318130493164
1710688438.431825,0.06419600546360016,0.12705419957637787,-0.07203899323940277,0.9871912002563477,12.852973937988281,-6.099449157714844,46.570899963378906,1710688438.43183,0.7172163128852844,0.07459685206413269,0.04530748352408409,0.6913632750511169,7.3128743171691895,10.344099998474121,46.664039611816406
1710688438.440164,0.06416764110326767,0.12710139155387878,-0.07204343378543854,0.9871866106987,12.854329109191895,-6.099710464477539,46.5709342956543,1710688438.440168,0.7172027230262756,0.07460658997297287,0.04534203186631203,0.6913741230964661,7.313205242156982,10.344792366027832,46.66434860229492
1710688438.4484868,0.06417570263147354,0.12711039185523987,-0.07199548929929733,0.9871883988380432,12.854850769042969,-6.098972797393799,46.571807861328125,1710688438.448491,0.7172124981880188,0.07461406290531158,0.04537886753678322,0.6913607120513916,7.314177513122559,10.345245361328125,46.66482925415039
1710688438.456827,0.06418537348508835,0.12710842490196228,-0.0719337984919548,0.9871925115585327,12.854710578918457,-6.0989813804626465,46.572853088378906,1710688438.456897,0.7172130942344666,0.07461518049240112,0.04539943113923073,0.6913585662841797,7.315002918243408,10.344590187072754,46.665531158447266
1710688438.465185,0.06418657302856445,0.12711790204048157,-0.07184937596321106,0.9871973991394043,12.855586051940918,-6.098817825317383,46.574012756347656,1710688438.4651918,0.7172024846076965,0.07458518445491791,0.04543836787343025,0.6913703083992004,7.316554546356201,10.344791412353516,46.66634750366211
1710688438.473484,0.06417719274759293,0.12709510326385498,-0.07176150381565094,0.987207293510437,12.855331420898438,-6.098793983459473,46.57553482055664,1710688438.4734879,0.7171828150749207,0.07454659044742584,0.04542408511042595,0.6913957595825195,7.317529678344727,10.34480094909668,46.6672477722168
1710688438.4818099,0.06419464200735092,0.12710443139076233,-0.07174535095691681,0.9872061610221863,12.856732368469238,-6.10222864151001,46.576351165771484,1710688438.481814,0.7171831727027893,0.07448194921016693,0.04541299119591713,0.6914030909538269,7.317532062530518,10.345426559448242,46.66797637939453
1710688438.490301,0.06419383734464645,0.12707671523094177,-0.07171367853879929,0.987212061882019,12.85693073272705,-6.103377342224121,46.5777587890625,1710688438.490308,0.717183530330658,0.07447254657745361,0.04541454836726189,0.6914036273956299,7.3187127113342285,10.344472885131836,46.668827056884766
