Snapshot Counter,Time,w1,x1,y1,z1,loc1_x,loc1_y,loc1_z,time2,w2,x2,y2,z2,loc2_x,loc2_y,loc2_z,stylus_x,stylus_y,stylus_z
1,1710521398.513171,-0.0631580799818039,0.11060415208339691,0.045090965926647186,0.9908302426338196,22.25748062133789,8.611037254333496,51.669586181640625,1710521398.513175,0.02848384901881218,0.07574248313903809,0.01827116310596466,-0.9965529441833496,5.387778282165527,-6.512691020965576,-49.1691780090332,55.0727653503418,8.823978424072266,52.92119216918945
2,1710521406.1629949,-0.06674473732709885,0.10791906714439392,0.05493120476603508,0.9903944134712219,22.29227638244629,8.434889793395996,51.5828971862793,1710521406.163002,0.026493513956665993,0.07699153572320938,0.018415316939353943,-0.9965094923973083,5.367424964904785,-6.357854843139648,-49.15217590332031,10.439925193786621,8.794929504394531,54.80910110473633
3,1710521411.987909,-0.06701585650444031,0.10770463943481445,0.047615472227334976,0.9907780885696411,22.28270721435547,8.477073669433594,51.564491271972656,1710521411.987913,0.025706011801958084,0.07560185343027115,0.012502159923315048,-0.996728241443634,5.375741958618164,-6.193161487579346,-49.10770797729492,10.37918472290039,11.864245414733887,62.25996780395508
4,1710521415.921134,-0.06224165856838226,0.10959693789482117,0.05401015654206276,0.9905540347099304,22.28509521484375,8.553693771362305,51.5756950378418,1710521415.9211378,0.028879649937152863,0.07667309790849686,0.005583463702350855,-0.9966222643852234,5.355160236358643,-6.3271708488464355,-49.12546157836914,2.46047043800354,12.152179718017578,57.246070861816406
5,1710521422.687619,-0.06242665648460388,0.11003270745277405,0.05314440652728081,0.9905409216880798,22.28749656677246,8.521987915039062,51.569114685058594,1710521422.687623,0.029634101316332817,0.0769781842827797,0.006674377713352442,-0.9965699315071106,5.388835430145264,-6.330547332763672,-49.11406326293945,35.396488189697266,-6.312367916107178,-35.097347259521484
6,1710521434.7956648,-0.06147273629903793,0.10945878177881241,0.051449909806251526,0.9907535910606384,22.302112579345703,8.565254211425781,51.59357833862305,1710521434.795671,0.029505867511034012,0.0768723264336586,0.0069577656686306,-0.9965799450874329,5.353959560394287,-6.3555426597595215,-49.11606979370117,28.330913543701172,-19.271167755126953,-60.187225341796875
